chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
21/4/2013,1,RUDIMENTAL FT ELLA EYRE,WAITING ALL NIGHT,New,1,1
21/4/2013,2,WILL I AM FT JUSTIN BIEBER,THATPOWER,New,2,1
21/4/2013,3,DAFT PUNK FT PHARRELL WILLIAMS,GET LUCKY,New,3,1
21/4/2013,4,DUKE DUMONT FT AME,NEED U (100 PERCENT),1,1,3
21/4/2013,5,PINK FT NATE RUESS,JUST GIVE ME A REASON,3,2,11
21/4/2013,6,NELLY,HEY PORSCHE,6,6,6
21/4/2013,7,CALVIN HARRIS/ELLIE GOULDING,I NEED YOUR LOVE,11,7,7
21/4/2013,8,PITBULL FT CHRISTINA AGUILERA,FEEL THIS MOMENT,5,5,5
21/4/2013,9,BASTILLE,POMPEII,4,2,8
21/4/2013,10,PSY,GENTLEMAN,61,10,2
21/4/2013,11,JUSTIN TIMBERLAKE,MIRRORS,7,1,10
21/4/2013,12,MACKLEMORE/RYAN LEWIS/DALTON,CAN'T HOLD US,33,12,5
21/4/2013,13,SATURDAYS FT SEAN PAUL,WHAT ABOUT US,8,1,5
21/4/2013,14,IMAGINE DRAGONS,RADIOACTIVE,12,12,21
21/4/2013,15,BRUNO MARS,WHEN I WAS YOUR MAN,10,2,11
21/4/2013,16,TAYLOR SWIFT,22,9,9,7
21/4/2013,17,CLEAN BANDIT,MOZART'S HOUSE,New,17,1
21/4/2013,18,MICHAEL BUBLE,IT'S A BEAUTIFUL DAY,17,10,3
21/4/2013,19,IGGY AZALEA,WORK,20,19,5
21/4/2013,20,MACKLEMORE/RYAN LEWIS/WANZ,THRIFT SHOP,13,1,13
21/4/2013,21,DISCLOSURE/ALUNAGEORGE,WHITE NOISE,14,2,12
21/4/2013,22,LUMINEERS,HO HEY,18,8,27
21/4/2013,23,LITTLE MIX FT MISSY ELLIOTT,HOW YA DOIN',57,23,2
21/4/2013,24,BRIDGIT MENDLER,READY OR NOT,15,7,7
21/4/2013,25,CHARLIE BROWN,ON MY WAY,16,7,4
21/4/2013,26,EMELI SANDE,READ ALL ABOUT IT PT 3,96,3,36
21/4/2013,27,1975,CHOCOLATE,19,19,11
21/4/2013,28,MAT ZO & PORTER ROBINSON,EASY,New,28,1
21/4/2013,29,CHRIS BROWN,FINE CHINA,23,23,3
21/4/2013,30,ALUNAGEORGE,ATTRACTING FLIES,30,30,4
21/4/2013,31,AVICII VS NICKY ROMERO,I COULD BE THE ONE,22,1,10
21/4/2013,32,PARAMORE,STILL INTO YOU,26,26,5
21/4/2013,33,SCRIPT,IF YOU COULD SEE ME NOW,24,20,9
21/4/2013,34,WILL I AM FT MILEY CYRUS,FALL DOWN,New,34,1
21/4/2013,35,WILL I AM FT BRITNEY SPEARS,SCREAM & SHOUT,27,1,19
21/4/2013,36,CHRISTINA PERRI,A THOUSAND YEARS,29,13,35
21/4/2013,37,HAIM,FALLING,40,30,8
21/4/2013,38,JAKWOB FT MAIDAY,FADE,37,35,5
21/4/2013,39,TAYLOR SWIFT,I KNEW YOU WERE TROUBLE,28,2,27
21/4/2013,40,RIHANNA FT MIKKY EKKO,STAY,34,4,19
21/4/2013,41,ONE DIRECTION,ONE WAY OR ANOTHER (TEENAGE KICKS),25,1,9
21/4/2013,42,NINA NESBITT,STAY OUT,21,21,2
21/4/2013,43,FALL OUT BOY,MY SONGS KNOW WHAT YOU DID IN THE DARK,60,5,11
21/4/2013,44,PASSENGER,LET HER GO,New,44,1
21/4/2013,45,JUSTIN TIMBERLAKE FT JAY Z,SUIT & TIE,36,3,14
21/4/2013,46,NICKI MINAJ & LIL WAYNE,HIGH SCHOOL,31,31,4
21/4/2013,47,RIHANNA,DIAMONDS,42,1,29
21/4/2013,48,BRUNO MARS,LOCKED OUT OF HEAVEN,38,2,23
21/4/2013,49,R KELLY,IGNITION REMIX,46,1,25
21/4/2013,50,BEN HOWARD,KEEP YOUR HEAD UP,76,50,12
21/4/2013,51,EMELI SANDE,CLOWN,47,4,20
21/4/2013,52,SWEDISH HOUSE MAFIA/MARTIN,DON'T YOU WORRY CHILD,59,1,28
21/4/2013,53,IMAGINE DRAGONS,IT'S TIME,41,40,3
21/4/2013,54,KODALINE,HIGH HOPES,39,16,5
21/4/2013,55,CARLY RAE JEPSEN,TONIGHT I'M GETTING OVER YOU,New,55,1
21/4/2013,56,CALVIN HARRIS FT TINIE TEMPAH,DRINKING FROM THE BOTTLE,43,5,24
21/4/2013,57,PINK,TRY,50,8,27
21/4/2013,58,PSY,GANGNAM STYLE,54,1,33
21/4/2013,59,NELLY FT CITY SPUD,RIDE WIT ME,67,3,14
21/4/2013,60,ARIANA GRANDE FT MAC MILLER,THE WAY,70,41,4
21/4/2013,61,JACK JOHNSON,BETTER TOGETHER,56,24,8
21/4/2013,62,SCRIPT FT WILL I AM,HALL OF FAME,74,1,33
21/4/2013,63,GABRIELLE APLIN,PLEASE DON'T SAY YOU LOVE ME,95,6,10
21/4/2013,64,OLLY MURS,ARMY OF TWO,48,12,10
21/4/2013,65,WIZARD OF OZ FILM CAST,DING-DONG THE WITCH IS DEAD,2,2,2
21/4/2013,66,FALL OUT BOY,THE PHOENIX,79,36,4
21/4/2013,67,DIZZEE RASCAL,BASSLINE JUNKIE,52,10,15
21/4/2013,68,PJ & DUNCAN,LET'S GET READY TO RHUMBLE,32,1,15
21/4/2013,69,DRAKE,STARTED FROM THE BOTTOM,62,25,11
21/4/2013,70,RIHANNA,POUR IT UP,94,70,2
21/4/2013,71,ADELE,SKYFALL,82,2,29
21/4/2013,72,RUDIMENTAL,RIGHT HERE,New,72,1
21/4/2013,73,BAAUER,HARLEM SHAKE,58,3,10
21/4/2013,74,EAMON,F**K IT (I DON'T WANT YOU BACK),80,1,24
21/4/2013,75,RUDIMENTAL FT JOHN NEWMAN,FEEL THE LOVE,RE,1,43
21/4/2013,76,OLLY MURS FT FLO RIDA,TROUBLEMAKER,63,1,22
21/4/2013,77,CARO EMERALD,TANGLED UP,81,77,2
21/4/2013,78,DAVID GUETTA FT NE-YO/AKON,PLAY HARD,RE,22,7
21/4/2013,79,FRANK TURNER,RECOVERY,New,79,1
21/4/2013,80,MARVIN GAYE & TAMMI TERRELL,AIN'T NO MOUNTAIN HIGH ENOUGH,New,80,1
21/4/2013,81,OTTO KNOWS,MILLION VOICES,88,14,27
21/4/2013,82,RUDIMENTAL/NEWMAN/CLARE,NOT GIVING IN,RE,14,15
21/4/2013,83,BLU CANTRELL FT SEAN PAUL,BREATHE,83,1,20
21/4/2013,84,DISCLOSURE FT SAM SMITH,LATCH,77,11,28
21/4/2013,85,USHER FT LIL' JON & LUDACRIS,YEAH,71,1,22
21/4/2013,86,BEYONCE,BEST THING I NEVER HAD,69,3,27
21/4/2013,87,ALOE BLACC,I NEED A DOLLAR,53,2,45
21/4/2013,88,JAMES ARTHUR,IMPOSSIBLE,75,1,19
21/4/2013,89,ELLIE GOULDING,EXPLOSIONS,65,13,13
21/4/2013,90,JASON DERULO,RIDIN' SOLO,68,2,35
21/4/2013,91,VIRALITES,FEEL MY RHYTHM,New,91,1
21/4/2013,92,FUN FT JANELLE MONAE,WE ARE YOUNG,84,1,47
21/4/2013,93,IMAGINE DRAGONS,ON TOP OF THE WORLD,45,34,3
21/4/2013,94,BLACKSTREET FT DR DRE,NO DIGGITY,RE,9,20
21/4/2013,95,ONE DIRECTION,LITTLE THINGS,86,1,23
21/4/2013,96,BIFFY CLYRO,BIBLICAL,89,70,3
21/4/2013,97,WILEY/SKEPTA/JME/MS D,CAN YOU HEAR ME (AYAYAYA),49,3,19
21/4/2013,98,SAVAGE GARDEN,TRULY MADLY DEEPLY,72,4,32
21/4/2013,99,WILEY FT CHIP,RELOAD,64,9,8
21/4/2013,100,BASTILLE,FLAWS,RE,21,16
