chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
1984-01-01,1,THE FLYING PICKETS,ONLY YOU,1,1,7
1984-01-01,2,SLADE,MY OH MY,2,2,8
1984-01-01,3,PAUL YOUNG,LOVE OF THE COMMON PEOPLE,4,2,8
1984-01-01,4,CULTURE CLUB,VICTIMS,3,3,5
1984-01-01,5,STATUS QUO,MARGUERITA TIME,5,5,5
1984-01-01,6,BILLY JOEL,TELL HER ABOUT IT,7,6,5
1984-01-01,7,KENNY ROGERS AND DOLLY PARTON,ISLANDS IN THE STREAM,8,7,9
1984-01-01,8,THE THOMPSON TWINS,HOLD ME NOW,6,4,8
1984-01-01,9,PAUL MCCARTNEY,PIPES OF PEACE,22,9,4
1984-01-01,10,HOWARD JONES,WHAT IS LOVE?,11,10,7
1984-01-01,11,MICHAEL JACKSON,THRILLER,13,10,8
1984-01-01,12,TINA TURNER,LET'S STAY TOGETHER,9,6,8
1984-01-01,13,CLIFF RICHARD,PLEASE DON'T FALL IN LOVE,10,7,7
1984-01-01,14,BILLY JOEL,UPTOWN GIRL,14,1,14
1984-01-01,15,TRACEY ULLMAN,MOVE OVER DARLING,12,8,6
1984-01-01,16,THE PRETENDERS,2000 MILES,15,15,7
1984-01-01,17,UB40,MANY RIVERS TO CROSS,16,16,5
1984-01-01,18,ROLAND RAT SUPERSTAR,RAT RAPPING (BRILLIANT ISN'T IT),27,18,8
1984-01-01,19,KOOL AND THE GANG,STRAIGHT AHEAD,19,19,5
1984-01-01,20,SLADE,MERRY XMAS EVERYBODY,20,1,23
1984-01-01,21,DENNIS WATERMAN AND GEORGE COLE,WHAT ARE WE GONNA GET 'ER INDOORS,26,21,5
1984-01-01,22,SHAKIN' STEVENS,CRY JUST A LITTLE BIT,24,3,10
1984-01-01,23,BARRY MANILOW,READ 'EM AND WEEP,17,17,5
1984-01-01,24,MARILYN,CALLING YOUR NAME,23,4,10
1984-01-01,25,WHAM!,CLUB FANTASTIC MEGAMIX,21,15,6
1984-01-01,26,FRANK KELLY,CHRISTMAS COUNTDOWN,34,26,3
1984-01-01,27,GENESIS,THAT'S ALL,18,16,9
1984-01-01,28,TEARS FOR FEARS,THE WAY YOU ARE,29,28,6
1984-01-01,29,PAUL MCCARTNEY AND MICHAEL JACKSON,SAY SAY SAY,25,2,13
1984-01-01,30,CULTURE CLUB,KARMA CHAMELEON,35,1,17
1984-01-01,31,EURYTHMICS,RIGHT BY YOUR SIDE,28,10,10
1984-01-01,32,ROD STEWART,SWEET SURRENDER,32,32,5
1984-01-01,33,ELVIS PRESLEY,I CAN HELP,36,33,6
1984-01-01,34,SIMPLE MINDS,WATERFRONT,31,13,7
1984-01-01,35,FRANKIE GOES TO HOLLYWOOD,RELAX,46,35,9
1984-01-01,36,LIONEL RICHIE,RUNNING WITH THE NIGHT,41,36,6
1984-01-01,37,BLACK LACE,SUPERMAN (GIOCA JOUER),51,9,18
1984-01-01,38,JINGLE BELLES,CHRISTMAS SPECTRE,37,37,5
1984-01-01,39,LIONEL RICHIE,ALL NIGHT LONG (ALL NIGHT),42,2,15
1984-01-01,40,SNOWY WHITE,BIRD OF PARADISE,47,40,4
1984-01-01,41,ELTON JOHN,COLD AS CHRISTMAS,33,33,5
1984-01-01,42,ASSEMBLY,NEVER NEVER,30,4,9
1984-01-01,43,JOE FAGIN,THAT'S LIVIN' ALRIGHT (FROM 'AUF WIEDERSEHEN PET'),New,43,1
1984-01-01,44,KEITH HARRIS AND ORVILLE,COME TO MY PARTY,63,44,3
1984-01-01,45,FRIDA AND BA ROBERTSON,TIME,48,45,4
1984-01-01,46,EARTHA KITT,WHERE IS MY MAN,43,43,7
1984-01-01,47,SANTA CLAUS AND THE CHRISTMAS TREES,SINGALONG-A-SANTA AGAIN,39,39,6
1984-01-01,48,AZTEC CAMERA,OBLIVIOUS {1983 RE-RELEASE},40,18,10
1984-01-01,49,OZZY OSBOURNE,BARK AT THE MOON,38,21,7
1984-01-01,50,THE KLAXONS,THE CLAP CLAP SOUND,45,45,6
1984-01-01,51,THE SMITHS,THIS CHARMING MAN,44,25,9
1984-01-01,52,ICICLE WORKS,LOVE IS A WONDERFUL COLOUR,64,52,5
1984-01-01,53,MADNESS,THE SUN AND THE RAIN,50,5,10
1984-01-01,54,MALCOLM McLAREN,DUCK FOR THE OYSTER,55,54,4
1984-01-01,55,THE CURE,THE LOVE CATS,54,7,11
1984-01-01,56,GLORIA GAYNOR,I AM WHAT I AM,72,56,4
