chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
10/9/2021,1,ED SHEERAN,BAD HABITS,1,1,11
10/9/2021,2,DRAKE FT LIL BABY,GIRLS WANT GIRLS,New,2,1
10/9/2021,3,DRAKE FT TRAVIS SCOTT,FAIR TRADE,New,3,1
10/9/2021,4,KID LAROI & JUSTIN BIEBER,STAY,2,2,9
10/9/2021,5,DRAKE,CHAMPAGNE POETRY,New,5,1
10/9/2021,6,BECKY HILL & DAVID GUETTA,REMEMBER,3,3,12
10/9/2021,7,JOEL CORRY/JAX JONES/XCX,OUT OUT,6,6,4
10/9/2021,8,LIL NAS X & JACK HARLOW,INDUSTRY BABY,5,5,7
10/9/2021,9,ABBA,DON'T SHUT ME DOWN,New,9,1
10/9/2021,10,GLASS ANIMALS,HEAT WAVES,18,10,43
10/9/2021,11,ELTON JOHN & DUA LIPA,COLD HEART,23,11,4
10/9/2021,12,KANYE WEST,HURRICANE,7,7,2
10/9/2021,13,BILLIE EILISH,HAPPIER THAN EVER,8,4,6
10/9/2021,14,ABBA,I STILL HAVE FAITH IN YOU,New,14,1
10/9/2021,15,DAVE FT STORMZY,CLASH,14,2,9
10/9/2021,16,RAIN RADIO/DJ CRAIG GORMAN,TALK ABOUT,9,9,11
10/9/2021,17,DIGGA D FT ARRDEE,WASTED,13,6,4
10/9/2021,18,ANNE-MARIE & LITTLE MIX,KISS MY (UH OH),10,10,7
10/9/2021,19,DOJA CAT,NEED TO KNOW,12,11,9
10/9/2021,20,DOJA CAT,WOMAN,20,20,4
10/9/2021,21,TONES & I,FLY AWAY,16,11,14
10/9/2021,22,ED SHEERAN,VISITING HOURS,17,5,3
10/9/2021,23,JONASU,BLACK MAGIC,4,3,15
10/9/2021,24,WIZKID FT TEMS,ESSENCE,19,16,13
10/9/2021,25,KANYE WEST,OFF THE GRID,15,15,2
10/9/2021,26,OLIVIA RODRIGO,GOOD 4 U,22,1,17
10/9/2021,27,WEEKND,TAKE MY BREATH,21,13,5
10/9/2021,28,KANYE WEST,JAIL,11,11,2
10/9/2021,29,MABEL,LET THEM KNOW,24,19,12
10/9/2021,30,SLEEPY HALLOW,2055,25,21,7
10/9/2021,31,BECKY HILL & TOPIC,MY HEART GOES (LA DI DA),36,31,2
10/9/2021,32,SIGALA & RITA ORA,YOU FOR ME,26,23,10
10/9/2021,33,LITTLE MIX,LOVE (SWEET LOVE),New,33,1
10/9/2021,34,TION WAYNE & ARRDEE,WID IT,27,19,3
10/9/2021,35,CLINTON KANE,I GUESS I'M IN LOVE,28,22,3
10/9/2021,36,CLEAN BANDIT/TOPIC/WES NELSON,DRIVE,33,33,6
10/9/2021,37,MARSHMELLO/JONAS BROTHERS,LEAVE BEFORE YOU LOVE ME,30,24,14
10/9/2021,38,GALANTIS/GUETTA/LITTLE MIX,HEARTBREAK ANTHEM,29,3,16
10/9/2021,39,DAVID GUETTA/MISTAJAM/NEWMAN,IF YOU REALLY LOVE ME (HOW WILL I KNOW),40,39,8
10/9/2021,40,WEEKND,SAVE YOUR TEARS,34,2,35
10/9/2021,41,DERMOT KENNEDY,BETTER DAYS,53,41,6
10/9/2021,42,LIZZO FT CARDI B,RUMORS,35,20,4
10/9/2021,43,PINKPANTHERESS,JUST FOR ME,31,27,4
10/9/2021,44,CHARLI XCX,GOOD ONES,New,44,1
10/9/2021,45,DOJA CAT,GET INTO IT (YUH),42,42,2
10/9/2021,46,CAMILA CABELLO,DON'T GO YET,41,37,7
10/9/2021,47,MANESKIN,I WANNA BE YOUR SLAVE,37,5,16
10/9/2021,48,KSI,HOLIDAY,38,2,12
10/9/2021,49,DAVE,VERDANSK,39,4,7
