chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
1990-03-11,1,BEATS INTERNATIONAL FEATURING LINDY LAYTON,DUB BE GOOD TO ME FT LINDY LAYTON,1,1,6
1990-03-11,2,VARIOUS ARTISTS,THE BRITS 1990,2,2,3
1990-03-11,3,MICHAEL BOLTON,HOW AM I SUPPOSED TO LIVE WITHOUT YOU,3,3,5
1990-03-11,4,JIVE BUNNY AND THE MASTERMIXERS,THAT SOUNDS GOOD TO ME,New,4,1
1990-03-11,5,GURU JOSH,INFINITY (1990'S TIME FOR THE GURU),5,5,4
1990-03-11,6,THE B-52S,LOVE SHACK,14,6,3
1990-03-11,7,JT AND THE BIG FAMILY,MOMENTS IN SOUL,8,7,3
1990-03-11,8,ERASURE,BLUE SAVANNAH,12,8,2
1990-03-11,9,SINEAD O'CONNOR,NOTHING COMPARES 2 U,4,1,9
1990-03-11,10,DAVID A STEWART FEATURING CANDY DULFER,LILY WAS HERE FT CANDY DULFER,17,10,4
1990-03-11,11,NEW KIDS ON THE BLOCK,I'LL BE LOVING YOU (FOREVER),New,11,1
1990-03-11,12,DEPECHE MODE,ENJOY THE SILENCE,6,6,5
1990-03-11,13,BLACK BOX,I DON'T KNOW ANYBODY ELSE,7,4,5
1990-03-11,14,BROS,MADLY IN LOVE,15,14,2
1990-03-11,15,TECHNOTRONIC FEATURING YA KID K,GET UP (BEFORE THE NIGHT IS OVER) FT YA KID K,9,2,7
1990-03-11,16,INNOCENCE,NATURAL THING,20,16,3
1990-03-11,17,RAM JAM,BLACK BETTY (BEN LIEBRAND REMIX),13,13,5
1990-03-11,18,CANDY FLIP,STRAWBERRY FIELDS FOREVER,New,18,1
1990-03-11,19,ROD STEWART,DOWNTOWN TRAIN,11,10,10
1990-03-11,20,THE STONE ROSES,MADE OF STONE,RE,20,2
1990-03-11,21,SHAKIN' STEVENS,I MIGHT,18,18,4
1990-03-11,22,INSPIRAL CARPETS,THIS IS HOW IT FEELS,New,22,1
1990-03-11,23,GLORIA ESTEFAN,HERE WE ARE,24,23,3
1990-03-11,24,PRIMAL SCREAM,LOADED,32,24,3
1990-03-11,25,THE STONE ROSES,ELEPHANT STONE,10,8,3
1990-03-11,26,ADAM ANT,ROOM AT THE TOP,16,13,5
1990-03-11,27,THE MISSION,DELIVERANCE,30,27,2
1990-03-11,28,49ERS,DON'T YOU LOVE ME,New,28,1
1990-03-11,29,BIG FUN,HANDFUL OF PROMISES,New,29,1
1990-03-11,30,FISH,A GENTLEMAN'S EXCUSE ME,New,30,1
1990-03-11,31,WET WET WET,HOLD BACK THE RIVER,34,31,2
1990-03-11,32,AEROSMITH,DUDE (LOOKS LIKE A LADY) {1990},21,20,4
1990-03-11,33,ELECTRIBE 101,TALKING WITH MYSELF,23,23,4
1990-03-11,34,THEY MIGHT BE GIANTS,BIRDHOUSE IN YOUR SOUL,47,34,4
1990-03-11,35,LONNIE GORDON,HAPPENIN' ALL OVER AGAIN,19,4,8
1990-03-11,36,E-ZEE POSSEE,EVERYTHING STARTS WITH AN 'E' {1990},RE,36,6
1990-03-11,37,TEARS FOR FEARS,ADVICE FOR THE YOUNG AT HEART,36,36,3
1990-03-11,38,KATE BUSH,LOVE AND ANGER,39,38,2
1990-03-11,39,WHITESNAKE,THE DEEPER THE LOVE,35,35,2
1990-03-11,40,JIMMY SOMERVILLE,READ MY LIPS (ENOUGH IS ENOUGH),New,40,1
1990-03-11,41,MARC ALMOND,A LOVER SPURNED,29,29,3
1990-03-11,42,TINA TURNER,STEAMY WINDOWS,26,13,5
1990-03-11,43,BELINDA CARLISLE,RUNAWAY HORSES,40,40,4
1990-03-11,44,THE CULT,SWEET SOUL SISTER,43,43,2
1990-03-11,45,JAMIE J. MORGAN,WALK ON THE WILD SIDE,27,27,6
1990-03-11,46,SAM BROWN,WITH A LITTLE LOVE,44,44,3
1990-03-11,47,SYBIL,WALK ON BY,25,6,8
1990-03-11,48,SILVER BULLET,BRING FORTH THE GUILLOTINE {1990},45,45,7
1990-03-11,49,ROB 'N' RAZ FEATURING LEILA K,ROK THE NATION FT LEILA K,New,49,1
1990-03-11,50,CHER,JUST LIKE JESSE JAMES,28,11,10
1990-03-11,51,CLIFF RICHARD,STRONGER THAN THAT,22,14,4
1990-03-11,52,LITTLE ANGELS,KICKING UP DUST,46,46,4
1990-03-11,53,THE STRANGLERS,96 TEARS,31,17,5
1990-03-11,54,LIZA MINNELLI,LOVE PAINS,41,41,3
1990-03-11,55,FIVE STAR,TREAT ME LIKE A LADY,54,54,2
1990-03-11,56,SIMON HARRIS FEATURING DADDY FREDDY,RAGGA HOUSE (ALL NIGHT LONG) FT DADDY FREDDY,56,56,2
1990-03-11,57,MANTRONIX FEATURING WONDRESS,GOT TO HAVE YOUR LOVE FT WONDRESS,33,4,11
1990-03-11,58,BROTHER BEYOND,TRUST,53,53,2
1990-03-11,59,MC WILDSKI,WARRIOR,49,49,3
1990-03-11,60,PHIL COLLINS,I WISH IT WOULD RAIN DOWN,37,7,8
1990-03-11,61,KICKING BACK,DEVOTION,New,61,1
1990-03-11,62,GERRY RAFFERTY,BAKER STREET {1990},60,60,2
1990-03-11,63,CHRIS REA,TELL ME THERE'S A HEAVEN,38,24,6
1990-03-11,64,MARTIKA,WATER,New,64,1
1990-03-11,65,QUARTZ FEATURING STEPZ,WE'RE COMIN' AT YA FT STEPZ,New,65,1
1990-03-11,66,DAN REED NETWORK,RAINBOW CHILD,New,66,1
1990-03-11,67,WILL DOWNING,COME TOGETHER AS ONE,48,48,4
1990-03-11,68,HALO JAMES,BABY,New,68,1
1990-03-11,69,PRINCESS IVORI,WANTED,New,69,1
1990-03-11,70,LISA STANSFIELD,LIVE TOGETHER,42,10,6
1990-03-11,71,ALANNAH MYLES,BLACK VELVET,97,71,2
1990-03-11,72,TITIYO,AFTER THE RAIN,64,60,3
1990-03-11,73,ICICLE WORKS,MOTORCYCLE RIDER,New,73,1
1990-03-11,74,MR FINGERS,WHAT ABOUT THIS LOVE,79,74,2
1990-03-11,75,BILLY JOEL,I GO TO EXTREMES,70,70,3
1990-03-11,76,LUSH,MAD LOVE (EP),55,55,2
1990-03-11,77,RAILWAY CHILDREN,EVERY BEAT OF THE HEART,82,77,3
1990-03-11,78,THE BEATLES,LET IT BE {1990},New,78,1
1990-03-11,79,SHAKESPEARS SISTER,DIRTY MIND,71,71,2
1990-03-11,80,EARTH PEOPLE,REACH UP TO MARS,New,80,1
1990-03-11,81,CREATURES,FURY EYES,83,81,3
1990-03-11,82,GARY MOORE AND ALBERT KING,OH PRETTY WOMAN,New,82,1
1990-03-11,83,TANITA TIKARAM,LITTLE SISTER LEAVING TOWN,96,83,2
1990-03-11,84,1 WORLD,DOWN ON LOVE,New,84,1
1990-03-11,85,EDIE BRICKELL AND THE NEW BOHEMIANS,A HARD RAIN'S GONNA FALL,New,85,1
1990-03-11,86,MICHEL'LE,NO MORE LIES,81,78,3
1990-03-11,87,MASTERS OF THE UNIVERSE,SPACE TALK,New,87,1
1990-03-11,88,PRETTY BOY FLOYD,ROCK AND ROLL (IS GONNA SET THE NIGHT ON FIRE),75,75,2
1990-03-11,89,BRIAN KENNEDY,CAPTURED,77,77,4
1990-03-11,90,LONDON POSSE,LIVE LIKE THE OTHER HALF DO,New,90,1
1990-03-11,91,DAVID PEASTON,WE'RE ALL IN THIS TOGETHER,New,91,1
1990-03-11,92,DIGITAL UNDERGROUND,THE HUMPTY DANCE,80,80,4
1990-03-11,93,TRASH CAN SINATRAS,OBSCURITY KNOCKS EP,86,86,4
1990-03-11,94,HORSE,THE SPEED OF THE BEAT OF MY HEART,New,94,1
1990-03-11,95,MILLI VANILLI,ALL OR NOTHING,74,74,2
1990-03-11,96,LIAISONS D,FUTURE FJP/HEARTBEAT,New,96,1
1990-03-11,97,HOUSE CREW,ALL WE WANNA DO IS DANCE,94,94,2
1990-03-11,98,MC MIKER G,SHOW 'M THE BASS,92,92,2
1990-03-11,99,AFTER 7,HEAT OF THE MOMENT,87,87,2
1990-03-11,100,SWEET EXORCIST,TEST ONE,RE,85,3
