chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
1972-05-28,1,T. REX,METAL GURU,1,1,4
1972-05-28,2,ELTON JOHN,ROCKET MAN,5,2,7
1972-05-28,3,THE DRIFTERS,AT THE CLUB/SATURDAY NIGHT AT THE MOVIES {1972},8,3,10
1972-05-28,4,HURRICANE SMITH,"OH BABE, WHAT WOULD YOU SAY?",6,4,6
1972-05-28,5,DON MCLEAN,VINCENT,11,5,4
1972-05-28,6,LINDISFARNE,LADY ELEANOR,12,6,4
1972-05-28,7,DAVID CASSIDY,COULD IT BE FOREVER/CHERISH,2,2,9
1972-05-28,8,PIPES AND DRUMS AND THE MILITARY BAND OF THE ROYAL SCOTS DRAGOON GUARD,AMAZING GRACE,3,1,10
1972-05-28,9,JOHNNY CASH AND THE EVANGEL TEMPLE CHOIR,A THING CALLED LOVE,7,4,8
1972-05-28,10,VICKY LEANDROS,COME WHAT MAY,4,2,9
1972-05-28,11,THE MOVE,CALIFORNIA MAN,20,11,4
1972-05-28,12,LEEDS UNITED F.C.,LEEDS UNITED,10,10,6
1972-05-28,13,THE MOODY BLUES,ISN'T LIFE STRANGE,19,13,5
1972-05-28,14,THE ROLLING STONES,TUMBLING DICE,9,5,6
1972-05-28,15,PROCOL HARUM,A WHITER SHADE OF PALE {1972},14,14,7
1972-05-28,16,NEW WORLD,SISTER JANE,16,16,4
1972-05-28,17,THE TEMPTATIONS,TAKE A LOOK AROUND,18,13,8
1972-05-28,18,DIANA ROSS,DOOBEDOOD'NDOOBE DOOBEDOOD'NDOOBE,22,18,4
1972-05-28,19,PAUL SIMON,ME AND JULIO DOWN BY THE SCHOOLYARD,15,15,6
1972-05-28,20,WINGS,MARY HAD A LITTLE LAMB,36,20,2
1972-05-28,21,JUDY COLLINS,AMAZING GRACE,21,5,50
1972-05-28,22,MICHAEL JACKSON,ROCKIN' ROBIN,33,22,3
1972-05-28,23,CHICORY TIP,WHAT'S YOUR NAME,26,23,3
1972-05-28,24,SLY AND THE FAMILY STONE,RUNNIN' AWAY,23,17,8
1972-05-28,25,SLADE,TAKE ME BAK 'OME,New,25,1
1972-05-28,26,MARMALADE,RADANCER,13,6,10
1972-05-28,27,DONNIE ELBERT,LITTLE PIECE OF LEATHER,27,27,6
1972-05-28,28,CHIFFONS,SWEET TALKING GUY,24,4,12
1972-05-28,29,JOHNNY NASH,STIR IT UP,25,13,10
1972-05-28,30,MUNGO JERRY,OPEN UP,29,21,7
1972-05-28,31,NEIL DIAMOND,SONG SUNG BLUE,31,31,4
1972-05-28,32,THE KINKS,SUPERSONIC ROCKET SHIP,42,32,2
1972-05-28,33,JO JO GUNNE,RUN RUN RUN,17,6,11
1972-05-28,34,ROBERTA FLACK,THE FIRST TIME EVER I SAW YOUR FACE,38,34,2
1972-05-28,35,FREE,LITTLE BIT OF LOVE,47,35,2
1972-05-28,36,NILSSON,WITHOUT YOU,30,1,18
1972-05-28,37,THE CHI-LITES,OH GIRL,43,37,2
1972-05-28,38,ANGELETTES,DON'T LET HIM TOUCH YOU,35,35,4
1972-05-28,39,JERRY LEE LEWIS,CHANTILLY LACE,34,33,5
1972-05-28,40,DANIEL BOONE,BEAUTIFUL SUNDAY,32,21,9
1972-05-28,41,RINGO STARR,BACK OFF BOOGALOO,28,2,10
1972-05-28,42,TYRANNOSAURUS REX,DEBORA/ONE INCH ROCK,39,7,10
1972-05-28,43,TOM JONES,YOUNG NEW MEXICAN PUPPETEER,37,6,10
1972-05-28,44,PEARLS,THIRD FINGER LEFT HAND,49,44,2
1972-05-28,45,THE CHAKACHAS,JUNGLE FEVER,45,45,2
1972-05-28,46,AL GREEN,LOOK WHAT YOU'VE DONE FOR ME,44,44,3
1972-05-28,47,B BUMBLE AND THE STINGERS,NUT ROCKER {1972},New,47,1
1972-05-28,48,NILSSON,COCONUT,New,48,1
1972-05-28,49,BREAD,EVERYTHING I OWN,40,32,6
1972-05-28,50,RAMSEY LEWIS,WADE IN THE WATER,46,31,8
