chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
1969-04-02,1,MARVIN GAYE,I HEARD IT THROUGH THE GRAPEVINE,1,1,8
1969-04-02,2,DEAN MARTIN,GENTLE ON MY MIND,5,2,9
1969-04-02,3,THE HOLLIES,SORRY SUZANNE,4,3,5
1969-04-02,4,LULU,BOOM BANG-A-BANG,9,4,4
1969-04-02,5,DESMOND DEKKER AND THE ACES,THE ISRAELITES,21,5,3
1969-04-02,6,SANDIE SHAW,MONSIEUR DUPONT,8,6,8
1969-04-02,7,PETER SARSTEDT,WHERE DO YOU GO TO (MY LOVELY),2,1,9
1969-04-02,8,JOE SOUTH,GAMES PEOPLE PLAY,6,6,5
1969-04-02,9,FOUNDATIONS,"IN THE BAD, BAD OLD DAYS",15,9,4
1969-04-02,10,THE BEE GEES,FIRST OF MAY,7,6,7
1969-04-02,11,CILLA BLACK,SURROUND YOURSELF WITH SORROW,3,3,8
1969-04-02,12,CLIFF RICHARD,GOOD TIMES (BETTER TIMES),12,12,6
1969-04-02,13,THE TEMPTATIONS,GET READY,10,10,5
1969-04-02,14,NOEL HARRISON,THE WINDMILLS OF YOUR MIND,16,14,6
1969-04-02,15,ELVIS PRESLEY,IF I CAN DREAM,11,11,6
1969-04-02,16,ENGELBERT HUMPERDINCK,THE WAY IT USED TO BE,13,3,9
1969-04-02,17,THE WHO,PINBALL WIZARD,25,17,3
1969-04-02,18,GLEN CAMPBELL,WICHITA LINEMAN,14,7,10
1969-04-02,18,THE BEACH BOYS,I CAN HEAR MUSIC,18,18,6
1969-04-02,20,THE RIGHTEOUS BROTHERS,YOU'VE LOST THAT LOVIN' FEELIN' {1969},RE,10,3
1969-04-02,21,BOB AND EARL,HARLEM SHUFFLE,23,21,4
1969-04-02,22,THE TREMELOES,HELLO WORLD,22,22,3
1969-04-02,23,DONALD PEERS,PLEASE DON'T GO,20,3,16
1969-04-02,24,LOVE AFFAIR,ONE ROAD,19,16,7
1969-04-02,25,MARY HOPKIN,GOODBYE,New,25,1
1969-04-02,26,STEVIE WONDER,I DON'T KNOW WHY I LOVE YOU,29,26,3
1969-04-02,27,SARAH VAUGHAN AND BILLY ECKSTINE,PASSING STRANGERS,24,24,4
1969-04-02,28,"DAVE DEE, DOZY, BEAKY, MICK AND TICH",DON JUAN,26,23,5
1969-04-02,28,JOHNNY NASH,CUPID,New,28,1
1969-04-02,30,DIANA ROSS AND THE SUPREMES AND THE TEMPTATIONS,I'M GONNA MAKE YOU LOVE ME,31,3,10
1969-04-02,30,GENE PITNEY,MARIA ELENA,30,25,5
1969-04-02,32,MARMALADE,OB-LA-DI OB-LA-DA,34,1,18
1969-04-02,33,EQUALS,MICHAEL AND THE SLIPPER TREE,New,33,1
1969-04-02,34,TROUBADOURS DU ROI BAUDOUIN,SANCTUS (FROM MISSA LUBA),RE,34,2
1969-04-02,35,THE SCAFFOLD,LILY THE PINK,34,1,23
1969-04-02,35,FLEETWOOD MAC,ALBATROSS,42,1,18
1969-04-02,35,CLODAGH RODGERS,COME BACK AND SHAKE ME,44,35,2
1969-04-02,38,AMEN CORNER,(IF PARADISE IS) HALF AS NICE,28,1,10
1969-04-02,39,MARBLES,THE WALLS FELL DOWN,46,39,2
1969-04-02,40,MARV JOHNSON,I'LL PICK A ROSE FOR MY ROSE,27,10,11
1969-04-02,41,CONSORTIUM,ALL THE LOVE IN THE WORLD,36,22,8
1969-04-02,41,INEZ AND CHARLIE FOXX,MOCKINGBIRD,33,33,5
1969-04-02,43,SECOND CITY SOUND,DREAM OF OLWEN,New,43,1
1969-04-02,44,JUNIOR WALKER AND THE ALL STARS,ROAD RUNNER,New,44,1
1969-04-02,45,TONY BLACKBURN,IT'S ONLY LOVE,New,45,1
1969-04-02,46,MARTHA REEVES AND THE VANDELLAS,DANCING IN THE STREET {1969},49,4,8
1969-04-02,46,DON PARTRIDGE,BREAKFAST ON PLUTO,37,26,7
1969-04-02,48,ROGER MILLER,LITTLE GREEN APPLES,RE,19,11
1969-04-02,49,JACKIE TRENT,I'LL BE THERE,New,49,1
1969-04-02,50,VIKKI CARR,WITH PEN IN HAND,39,39,3
1969-04-02,50,FRANK SINATRA,MY WAY,New,50,1
