chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
1983-03-27,1,DURAN DURAN,IS THERE SOMETHING I SHOULD KNOW?,1,1,2
1983-03-27,2,DAVID BOWIE,LET'S DANCE,5,2,2
1983-03-27,3,BONNIE TYLER,TOTAL ECLIPSE OF THE HEART,2,1,7
1983-03-27,4,THE STYLE COUNCIL,SPEAK LIKE A CHILD,4,4,3
1983-03-27,5,EURYTHMICS,SWEET DREAMS (ARE MADE OF THIS),3,2,8
1983-03-27,6,JOBOXERS,BOXERBEAT,21,6,8
1983-03-27,7,ALTERED IMAGES,DON'T TALK TO ME ABOUT LOVE,12,7,3
1983-03-27,8,ORANGE JUICE,RIP IT UP,9,8,7
1983-03-27,9,BANANARAMA,NA NA HEY HEY KISS HIM GOODBYE,7,5,6
1983-03-27,10,FORREST,ROCK THE BOAT,6,4,6
1983-03-27,11,MICHAEL JACKSON,BILLIE JEAN,8,1,10
1983-03-27,12,JOAN ARMATRADING,DROP THE PILOT,11,11,7
1983-03-27,13,BIG COUNTRY,FIELDS OF FIRE (400 MILES),31,13,6
1983-03-27,14,DAVID JOSEPH,YOU CAN'T HIDE (YOUR LOVE FROM ME),13,13,6
1983-03-27,15,NICK HEYWARD,WHISTLE DOWN THE WIND,26,15,3
1983-03-27,16,LEO SAYER,ORCHARD ROAD,27,16,5
1983-03-27,17,NEW ORDER,BLUE MONDAY,24,17,3
1983-03-27,18,TRACEY ULLMAN,BREAKAWAY,38,18,4
1983-03-27,19,MEZZOFORTE,GARDEN PARTY,17,17,6
1983-03-27,20,KAJAGOOGOO,OOH TO BE AH,New,20,1
1983-03-27,21,BUCKS FIZZ,RUN FOR YOUR LIFE,14,14,4
1983-03-27,22,ULTRAVOX,VISIONS IN BLUE,15,15,3
1983-03-27,23,MODERN ROMANCE,HIGH LIFE,10,8,6
1983-03-27,24,U2,TWO HEARTS BEAT AS ONE,New,24,1
1983-03-27,25,BLANCMANGE,WAVES,19,19,7
1983-03-27,26,BAND A.K.A.,JOY,25,24,5
1983-03-27,27,KENNY EVERETT,SNOT RAP,56,27,2
1983-03-27,28,PATTI AUSTIN AND JAMES INGRAM,BABY COME TO ME,18,11,9
1983-03-27,29,SPANDAU BALLET,COMMUNICATION,20,12,8
1983-03-27,30,MARI WILSON,CRY ME A RIVER,36,30,3
1983-03-27,31,PHIL EVERLY AND CLIFF RICHARD,SHE MEANS NOTHING TO ME,16,9,7
1983-03-27,32,TWISTED SISTER,I AM (I'M ME),45,32,2
1983-03-27,33,FOSTER & ALLEN,MAGGIE,28,27,9
1983-03-27,34,THE THOMPSON TWINS,LOVE ON YOUR SIDE,22,9,11
1983-03-27,35,TOTO,AFRICA,23,3,10
1983-03-27,36,DEXY'S MIDNIGHT RUNNERS,THE CELTIC SOUL BROTHERS,New,36,1
1983-03-27,37,WAH!,HOPE (I WISH YOU'D BELIEVE ME),39,37,3
1983-03-27,38,TRACIE,THE HOUSE THAT JACK BUILT,61,38,2
1983-03-27,39,F.R. DAVID,WORDS,77,39,2
1983-03-27,40,SUNFIRE,"YOUNG, FREE AND SINGLE",43,40,5
1983-03-27,41,MAN PARRISH,HIP HOP BE BOP (DON'T STOP),52,41,2
1983-03-27,42,KAJAGOOGOO,TOO SHY,29,1,11
1983-03-27,43,MADNESS,TOMORROW'S (JUST ANOTHER DAY)/MADNESS IS ALL IN THE MIND,30,8,7
1983-03-27,44,KISSING THE PINK,LAST FILM,49,44,7
1983-03-27,45,PHIL COLLINS,DON'T LET HIM STEAL YOUR HEART AWAY,47,45,3
1983-03-27,46,MUSICAL YOUTH,NEVER GONNA GIVE YOU UP,35,6,8
1983-03-27,47,EDDY GRANT,LIVING ON THE FRONT LINE {1983},50,47,3
1983-03-27,48,ICEHOUSE,HEY LITTLE GIRL,33,17,10
1983-03-27,49,THE TEARDROP EXPLODES,YOU DISAPPEAR FROM VIEW,41,41,3
1983-03-27,50,THE FUN BOY THREE,THE TUNNEL OF LOVE,34,10,9
1983-03-27,51,CHILL FAC-TORR,TWIST (ROUND AND ROUND),New,51,1
1983-03-27,52,THE BARRON KNIGHTS,BUFFALO BILL'S LAST SCRATCH,51,49,4
1983-03-27,53,JOE COCKER AND JENNIFER WARNES,UP WHERE WE BELONG,37,7,12
1983-03-27,54,BOW WOW WOW,DO YOU WANNA HOLD ME?,48,47,5
1983-03-27,55,ORCHESTRAL MANOEUVRES IN THE DARK,GENETIC ENGINEERING,32,20,7
1983-03-27,56,JAPAN,ALL TOMORROW'S PARTIES,42,38,4
1983-03-27,57,TALK TALK,MY FOOLISH FRIEND,58,57,3
1983-03-27,58,PETER TOSH,JOHNNY B GOODE,91,58,2
1983-03-27,59,MAXINE SINGLETON,YOU CAN'T RUN FROM LOVE,82,59,3
1983-03-27,60,DAVE EDMUNDS,SLIPPING AWAY,74,60,3
1983-03-27,61,TEARS FOR FEARS,CHANGE,44,4,9
1983-03-27,62,DEPECHE MODE,GET THE BALANCE RIGHT,40,13,8
1983-03-27,63,JAZZY DEE,GET ON UP,53,53,6
1983-03-27,64,WALL OF VOODOO,MEXICAN RADIO,64,64,5
1983-03-27,65,CHAS AND DAVE,LONDON GIRLS,63,63,7
1983-03-27,66,STEVE HACKETT,CELL 151,New,66,1
1983-03-27,67,SECOND IMAGE,BETTER TAKE TIME,88,67,2
1983-03-27,68,SET THE TONE,RAP YOUR LOVE,67,67,3
1983-03-27,69,JOE JACKSON,BREAKING US IN TWO,59,59,4
1983-03-27,70,UFO,WHEN IT'S TIME TO ROCK,72,70,4
1983-03-27,71,LAUREL AND HARDY,CLUNK CLICK (BELT UP DUB),79,71,2
1983-03-27,72,ROBERT PALMER,YOU ARE IN MY SYSTEM,93,72,2
1983-03-27,73,ROMAN HOLLIDAY,STAND BY,87,73,4
1983-03-27,74,FASTWAY,EASY LIVIN',97,74,2
1983-03-27,75,JIMMY ROSELLI,WHEN YOUR OLD WEDDING RING WAS NEW,75,51,6
1983-03-27,76,GRACE JONES,MY JAMAICAN GUY,New,76,1
1983-03-27,77,FARMERS BOYS,MUCK IT OUT,New,77,1
1983-03-27,78,TOTO,ROSANNA,New,78,1
1983-03-27,79,JULIO IGLESIAS,HEY!,New,79,1
1983-03-27,80,MAISONETTES,WHERE I STAND,80,80,2
1983-03-27,81,ANN BREEN,PAL OF MY CRADLE DAYS,78,69,7
1983-03-27,82,THE DAMNED,WHITE RABBIT,86,82,2
1983-03-27,83,AFTER THE FIRE,DER KOMISSAR,New,83,1
1983-03-27,84,KASHIF,I JUST GOTTA HAVE YOU,84,79,4
1983-03-27,85,CHRIS REA,LET IT LOOSE,90,85,3
1983-03-27,86,AMAZULU,CAIRO,96,86,2
1983-03-27,87,THE WHISPERS,THIS TIME,81,81,3
1983-03-27,88,SWEET DREAMS,I'M NEVER GIVING UP,New,88,1
1983-03-27,89,CHINA CRISIS,CHRISTIAN,RE,12,11
1983-03-27,90,MARILLION,MARKET SQUARE HEROES {1983},RE,60,3
1983-03-27,91,DAVID BELLAMY,BRONTOSAURUS WILL YOU WAIT FOR ME,New,91,1
1983-03-27,92,STEVE SHELTO,DON'T YOU GIVE YOUR LOVE AWAY,New,92,1
1983-03-27,93,LOUISE TUCKER,MIDNIGHT BLUE,New,93,1
1983-03-27,94,VIA MARCONI,SERIOUS DANCING,New,94,1
1983-03-27,95,THE KIDS FROM 'FAME',FRIDAY NIGHT (LIVE VERSION),89,87,4
1983-03-27,96,MIDNITE,PARADISE DRIVE,83,83,3
1983-03-27,97,GARY NUMAN AND THE TUBEWAY ARMY,THAT'S TOO BAD,New,97,1
1983-03-27,98,VICIOUS PINK PHENOMENA,JE T'AIME (MOI NON PLUS),RE,93,2
1983-03-27,99,CASHMERE,DO IT ANYWAY YOU WANNA,New,99,1
1983-03-27,100,LORITA GRAHAME,YOUNG FREE AND SINGLE,New,100,1
