chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
15/12/1974,1,MUD,LONELY THIS CHRISTMAS,4,1,4
15/12/1974,2,BACHMAN-TURNER OVERDRIVE,YOU AIN'T SEEN NOTHING YET,3,2,6
15/12/1974,3,RUBETTES,JUKE BOX JIVE,8,3,6
15/12/1974,4,BARRY WHITE,"YOU'RE THE FIRST, THE LAST, MY EVERYTHING",1,1,8
15/12/1974,5,WOMBLES,WOMBLING MERRY CHRISTMAS,21,5,3
15/12/1974,6,RALPH MCTELL,STREETS OF LONDON,14,6,3
15/12/1974,7,ELVIS PRESLEY,MY BOY,6,6,6
15/12/1974,8,DISCO TEX AND THE SEX-O-LETTES,GET DANCING,11,8,5
15/12/1974,9,GARY GLITTER,OH YES! YOU'RE BEAUTIFUL,2,2,5
15/12/1974,10,HELLO,TELL HIM,7,6,7
15/12/1974,11,ELTON JOHN,LUCY IN THE SKY WITH DIAMONDS,10,10,5
15/12/1974,12,ROD STEWART & THE FACES,"YOU CAN MAKE ME DANCE SING OR ANYTHING (EVEN TAKE THE DOG FOR A WALK, MEND A FUSE, FOLD AWAY THE IRONING BOARD, OR ANY OTHER DOMESTIC SHORTCOMINGS)",23,12,3
15/12/1974,13,GOODIES,THE INBETWEENIES/FATHER CHRISTMAS DO NOT TOUCH ME,28,13,3
15/12/1974,14,RUPIE EDWARDS,IRE FEELINGS (SKANGA),9,9,5
15/12/1974,15,STATUS QUO,DOWN DOWN,20,15,3
15/12/1974,16,ALVIN STARDUST,TELL ME WHY,19,16,4
15/12/1974,17,KC AND THE SUNSHINE BAND,SOUND YOUR FUNKY HORN,32,17,5
15/12/1974,18,GILBERT O'SULLIVAN,CHRISTMAS SONG,44,18,2
15/12/1974,19,BILLY SWAN,I CAN HELP,27,19,2
15/12/1974,20,AL GREEN,SHA-LA-LA (MAKE ME HAPPY),22,20,6
15/12/1974,21,DAVID ESSEX,GONNA MAKE YOU A STAR,5,1,11
15/12/1974,22,WAYNE GIBSON,UNDER MY THUMB,25,22,5
15/12/1974,23,SHOWADDYWADDY,HEY MISTER CHRISTMAS,31,23,4
15/12/1974,24,KENNY,THE BUMP,33,24,3
15/12/1974,25,GLORIA GAYNOR,NEVER CAN SAY GOODBYE,36,25,3
15/12/1974,26,PILOT,MAGIC,12,11,8
15/12/1974,27,DAVID ESSEX,STARDUST,42,27,2
15/12/1974,28,ACE,HOW LONG,24,20,7
15/12/1974,29,RINGO STARR,ONLY YOU,30,29,4
15/12/1974,30,THE TRAMMPS,ZING WENT THE STRINGS OF MY HEART,37,29,5
15/12/1974,31,HOT CHOCOLATE,CHERI BABE,35,31,4
15/12/1974,32,JANE BIRKIN AND SERGE GAINSBOURG,JE T'AIME... MOI NON PLUS {1974},40,32,3
15/12/1974,33,TYMES,MS. GRACE,New,33,1
15/12/1974,34,THE CHI-LITES,TOO GOOD TO BE FORGOTTEN,13,10,8
15/12/1974,35,QUEEN,KILLER QUEEN,29,2,9
15/12/1974,36,PEPPERS,PEPPER BOX,26,6,9
15/12/1974,37,JOHN HOLT,HELP ME MAKE IT THROUGH THE NIGHT,41,37,2
15/12/1974,38,LYNSEY DE PAUL,NO HONESTLY,34,7,8
15/12/1974,39,EDDIE HOLMAN,(HEY THERE) LONELY GIRL,38,4,10
15/12/1974,40,SUZI QUATRO,THE WILD ONE,15,7,7
15/12/1974,41,PAUL MCCARTNEY AND WINGS,JUNIOR'S FARM,16,16,7
15/12/1974,42,GEORGE MCCRAE,YOU CAN HAVE IT ALL,43,42,2
15/12/1974,43,WIZZARD,ARE YOU READY TO ROCK,New,43,1
15/12/1974,44,KEN BOOTHE,CRYING OVER YOU,50,44,2
15/12/1974,45,DONNY OSMOND,WHERE DID ALL THE GOOD TIMES GO,18,18,7
15/12/1974,46,SPLINTER,COSTAFINE TOWN,17,17,8
15/12/1974,47,JAVELLS AND NOSMO KING,GOODBYE NOTHING TO SAY,39,26,7
15/12/1974,48,DONNY & MARIE OSMOND,MORNING SIDE OF THE MOUNTAIN,49,48,2
15/12/1974,49,GEORGE HARRISON,DING DONG DING DONG,New,49,1
15/12/1974,50,CARL DOUGLAS,DANCE THE KUNG FU,45,35,4
