chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
1981-12-06,1,THE HUMAN LEAGUE,DON'T YOU WANT ME,9,1,2
1981-12-06,2,CLIFF RICHARD,DADDY'S HOME,6,2,4
1981-12-06,3,JULIO IGLESIAS,BEGIN THE BEGUINE (VOLVER A EMPEZAR),1,1,8
1981-12-06,4,DIANA ROSS,WHY DO FOOLS FALL IN LOVE,5,4,6
1981-12-06,5,EARTH WIND AND FIRE,LET'S GROOVE,3,3,6
1981-12-06,6,SOFT CELL,BEDSITTER,4,4,5
1981-12-06,7,MADNESS,IT MUST BE LOVE,24,7,2
1981-12-06,8,QUEEN AND DAVID BOWIE,UNDER PRESSURE,2,1,5
1981-12-06,9,ADAM & THE ANTS,ANT RAP,New,9,1
1981-12-06,10,GODLEY AND CREME,WEDDING BELLS,21,10,4
1981-12-06,11,ABBA,ONE OF US,New,11,1
1981-12-06,12,KIM WILDE,CAMBODIA,18,12,5
1981-12-06,13,THE PRETENDERS,I GO TO SLEEP,7,7,5
1981-12-06,14,TOYAH,FOUR MORE FROM TOYAH,14,14,3
1981-12-06,15,MODERN ROMANCE,AY AY AY AY MOOSEY,10,10,6
1981-12-06,16,IMAGINATION,FLASHBACK,23,16,5
1981-12-06,17,STATUS QUO,ROCK 'N' ROLL,27,17,3
1981-12-06,18,KOOL AND THE GANG,STEPPIN' OUT,12,12,7
1981-12-06,19,OLIVIA NEWTON-JOHN,PHYSICAL,11,7,10
1981-12-06,20,THE FUN BOY THREE,THE LUNATICS (HAVE TAKEN OVER THE ASYLUM),20,20,6
1981-12-06,21,HAIRCUT 100,FAVOURITE SHIRTS (BOY MEETS GIRL),8,4,8
1981-12-06,22,DURAN DURAN,MY OWN WAY,26,22,3
1981-12-06,23,ULTRAVOX,THE VOICE,16,16,6
1981-12-06,24,BUCKS FIZZ,THE LAND OF MAKE BELIEVE,35,24,3
1981-12-06,25,DAVID BOWIE,WILD IS THE WIND,28,25,3
1981-12-06,26,DOLLAR,MIRROR MIRROR (MON AMOUR),37,26,5
1981-12-06,27,THE JETS,YES TONIGHT JOSEPHINE,25,25,7
1981-12-06,28,THE POLICE,SPIRITS IN THE MATERIAL WORLD,New,28,1
1981-12-06,29,TWEETS,THE BIRDIE SONG (BIRDIE DANCE),31,2,14
1981-12-06,30,ABC,TEARS ARE NOT ENOUGH,19,19,7
1981-12-06,31,GEORGE BENSON,TURN YOUR LOVE AROUND,29,29,5
1981-12-06,32,ORCHESTRAL MANOEUVRES IN THE DARK,JOAN OF ARC,13,5,8
1981-12-06,33,GARY NUMAN AND DRAMATIS,LOVE NEEDS NO DISGUISE,33,33,2
1981-12-06,34,BAD MANNERS,BUONA SERA (DON'T BE ANGRY),34,34,4
1981-12-06,35,SHOWADDYWADDY,FOOTSTEPS,38,35,3
1981-12-06,36,MEAT LOAF,DEAD RINGER FOR LOVE,36,36,3
1981-12-06,37,ROD STEWART,TONIGHT I'M YOURS (DON'T HURT ME),15,8,9
1981-12-06,38,THE POLICE,EVERY LITTLE THING SHE DOES IS MAGIC,17,1,8
1981-12-06,39,SPANDAU BALLET,PAINT ME DOWN,45,30,5
