chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
1991-04-21,1,CHESNEY HAWKES,THE ONE AND ONLY,1,1,11
1991-04-21,2,CHER,THE SHOOP SHOOP SONG (IT'S IN HIS KISS),23,2,3
1991-04-21,3,JAMES,SIT DOWN {1991},2,2,5
1991-04-21,4,THE WATERBOYS,THE WHOLE OF THE MOON {1991},4,3,4
1991-04-21,5,MADONNA,RESCUE ME,3,3,4
1991-04-21,6,THE WONDER STUFF,THE SIZE OF A COW,5,5,3
1991-04-21,7,SIMPSONS,DEEP DEEP TROUBLE,7,7,4
1991-04-21,8,ORCHESTRAL MANOEUVRES IN THE DARK,SAILING ON THE SEVEN SEAS,19,8,5
1991-04-21,9,ZUCCHERO FEATURING PAUL YOUNG,SENZA UNA DONNA (WITHOUT A WOMAN) FT PAUL YOUNG,22,9,5
1991-04-21,10,GARY CLAIL ON-U SOUND SYSTEM,HUMAN NATURE,11,10,5
1991-04-21,11,DANNII MINOGUE,LOVE AND KISSES,8,8,5
1991-04-21,12,N-JOI,ANTHEM {1991},9,8,4
1991-04-21,13,ROD STEWART,RHYTHM OF MY HEART,6,3,7
1991-04-21,14,ELECTRONIC,GET THE MESSAGE,New,14,1
1991-04-21,15,VIC REEVES AND THE ROMAN NUMERALS,BORN FREE,New,15,1
1991-04-21,16,DE LA SOUL,RING RING RING (HA HA HEY),New,16,1
1991-04-21,17,THE CLASH,ROCK THE CASBAH {1991},15,15,3
1991-04-21,18,MOCK TURTLES,CAN YOU DIG IT?,18,18,8
1991-04-21,19,MIKE AND THE MECHANICS,WORD OF MOUTH,13,13,7
1991-04-21,20,BLUR,THERE'S NO OTHER WAY,New,20,1
1991-04-21,21,ROXETTE,JOYRIDE,10,4,8
1991-04-21,22,EMF,CHILDREN,New,22,1
1991-04-21,23,THE BEE GEES,SECRET LOVE,12,5,9
1991-04-21,24,QUADROPHONIA,QUADROPHONIA,32,24,3
1991-04-21,25,BLACK BOX,STRIKE IT UP,16,16,4
1991-04-21,26,GLORIA ESTEFAN,SEAL OUR FATE,34,26,4
1991-04-21,27,FEARGAL SHARKEY,I'VE GOT NEWS FOR YOU,14,12,8
1991-04-21,28,PETE WYLIE AND THE FARM,SINFUL! (SCARY JIGGIN' WITH DOCTOR LOVE),28,28,3
1991-04-21,29,MONIE LOVE VS ADEVA,RING MY BELL,20,20,4
1991-04-21,30,BANANARAMA,LONG TRAIN RUNNING,38,30,2
1991-04-21,31,ALISON LIMERICK,WHERE LOVE LIVES (COME ON IN),27,27,7
1991-04-21,32,FRANCES NERO,FOOTSTEPS FOLLOWING ME,39,32,3
1991-04-21,33,THE SHAMEN,HYPERREAL,29,29,4
1991-04-21,34,AC/DC,ARE YOU READY,New,34,1
1991-04-21,35,C&C MUSIC FACTORY FEATURING FREEDOM WILLIAMS,HERE WE GO FT FREEDOM WILLIAMS,21,20,5
1991-04-21,36,ROACHFORD,GET READY,40,36,3
1991-04-21,37,ZZ TOP,MY HEAD'S IN MISSISSIPPI,37,37,3
1991-04-21,38,QUARTZ FEATURING DINA CARROLL,IT'S TOO LATE FT DINA CARROLL,17,8,13
1991-04-21,39,QUEENSRYCHE,SILENT LUCIDITY,41,39,2
