chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
2010-08-15,1,FLO RIDA FT DAVID GUETTA,CLUB CAN'T HANDLE ME,2,1,3
2010-08-15,2,EMINEM FT RIHANNA,LOVE THE WAY YOU LIE,4,2,8
2010-08-15,3,SATURDAYS,MISSING YOU,New,3,1
2010-08-15,4,YOLANDA BE COOL VS D CUP,WE NO SPEAK AMERICANO,3,1,6
2010-08-15,5,NE-YO,BEAUTIFUL MONSTER,1,1,2
2010-08-15,6,TRAVIE MCCOY FT BRUNO MARS,BILLIONAIRE,6,3,3
2010-08-15,7,BOB FT HAYLEY WILLIAMS,AIRPLANES,7,1,11
2010-08-15,8,WANTED,ALL TIME LOW,5,1,3
2010-08-15,9,ELIZA DOOLITTLE,PACK UP,8,5,6
2010-08-15,10,TINCHY STRYDER,IN MY SYSTEM,New,10,1
2010-08-15,11,SWEDISH HOUSE MAFIA/PHARRELL,ONE (YOUR NAME),9,7,3
2010-08-15,12,KATY PERRY FT SNOOP DOGG,CALIFORNIA GURLS,10,1,8
2010-08-15,13,JASON DERULO,WHAT IF,12,12,5
2010-08-15,14,MAGNETIC MAN FT ANGELA HUNTE,I NEED AIR,13,10,3
2010-08-15,15,EXAMPLE,KICKSTARTS,16,3,9
2010-08-15,16,HOOSIERS,CHOICES,11,11,2
2010-08-15,17,ENRIQUE IGLESIAS FT PITBULL,I LIKE IT,14,4,7
2010-08-15,18,MARK RONSON & THE BUSINESS INT,BANG BANG BANG,15,6,5
2010-08-15,19,ELLIE GOULDING,THE WRITER,45,19,4
2010-08-15,20,USHER FT PITBULL,DJ GOT US FALLING IN LOVE,20,20,4
2010-08-15,21,KELLY ROWLAND FT DAVID GUETTA,COMMANDER,19,9,10
2010-08-15,22,LADY GAGA,ALEJANDRO,18,7,15
2010-08-15,23,EDWARD MAYA FT VIKA JIGULINA,STEREO LOVE,25,4,14
2010-08-15,24,EMINEM,NOT AFRAID,22,5,12
2010-08-15,25,PROFESSOR GREEN FT LILY ALLEN,JUST BE GOOD TO GREEN,17,5,5
2010-08-15,26,KYLIE MINOGUE,ALL THE LOVERS,21,3,9
2010-08-15,27,DJ FRESH,GOLD DUST,24,24,2
2010-08-15,28,DAVID GUETTA FT CHRIS WILLIS,GETTIN' OVER,27,1,13
2010-08-15,29,PLAN B,PRAYIN',26,16,8
2010-08-15,30,TINIE TEMPAH FT LABRINTH,FRISKY,28,2,10
2010-08-15,31,DEVLIN,BRAINWASHED,New,31,1
2010-08-15,32,JLS,THE CLUB IS ALIVE,23,1,6
2010-08-15,33,DRAKE,FIND YOUR LOVE,29,24,9
2010-08-15,34,TRAIN,HEY SOUL SISTER,34,18,18
2010-08-15,35,USHER FT WILL I AM,OMG,31,1,21
2010-08-15,36,3OH3 FT KESHA,MY FIRST KISS,30,7,6
2010-08-15,37,PLAN B,SHE SAID,33,3,20
2010-08-15,38,JASON DERULO,RIDIN' SOLO,32,2,24
2010-08-15,39,SHAKIRA FT FRESHLYGROUND,WAKA WAKA (THIS TIME FOR AFRICA),37,21,10
2010-08-15,40,ALICIA KEYS,TRY SLEEPING WITH A BROKEN HEART,35,7,19
