chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
1960-10-13,1,RICKY VALANCE,TELL LAURA I LOVE HER,1,1,8
1960-10-13,2,ROY ORBISON,ONLY THE LONELY,2,2,11
1960-10-13,3,CLIFF RICHARD,NINE TIMES OUT OF TEN,3,3,4
1960-10-13,4,ADAM FAITH,HOW ABOUT THAT,7,4,5
1960-10-13,5,SHIRLEY BASSEY,AS LONG AS HE NEEDS ME,11,5,11
1960-10-13,6,ELVIS PRESLEY,A MESS OF BLUES,4,2,12
1960-10-13,7,THE EVERLY BROTHERS,LUCILLE/SO SAD,6,6,4
1960-10-13,8,THE SHADOWS,APACHE,5,1,13
1960-10-13,9,HANK LOCKLIN,PLEASE HELP ME I'M FALLING,13,9,10
1960-10-13,10,DUANE EDDY,BECAUSE THEY'RE YOUNG,9,2,13
1960-10-13,11,THE VENTURES,"WALK, DON'T RUN",8,8,6
1960-10-13,12,CONNIE FRANCIS,EVERYBODY'S SOMEBODY'S FOOL,14,5,9
1960-10-13,13,SAM COOKE,CHAIN GANG,10,10,3
1960-10-13,14,BOB LUMAN,LET'S THINK ABOUT LIVING,12,12,6
1960-10-13,15,JOHN BARRY SEVEN,WALK DON'T RUN,15,15,5
1960-10-13,16,RUSS CONWAY,PASSING BREEZE,20,16,3
1960-10-13,17,FRANK SINATRA,NICE 'N' EASY,23,17,6
1960-10-13,18,KAYE SISTERS,PAPER ROSES,16,7,15
1960-10-13,19,CLIFF RICHARD,PLEASE DON'T TEASE,18,1,16
1960-10-13,20,JOHNNY AND THE HURRICANES,ROCKING GOOSE,25,20,3
1960-10-13,21,THE EVERLY BROTHERS,WHEN WILL I BE LOVED,17,4,14
1960-10-13,22,EMILE FORD AND THE CHECKMATES,THEM THERE EYES,36,22,7
1960-10-13,23,MARK WYNTER,IMAGE OF A GIRL,19,11,8
1960-10-13,24,KEN DODD,LOVE IS LIKE A VIOLIN,22,8,15
1960-10-13,25,BILLY FURY,WONDROUS PLACE,35,25,4
1960-10-13,26,PILTDOWN MEN,MACDONALD'S CAVE,39,26,6
1960-10-13,27,ANTHONY NEWLEY,IF SHE SHOULD COME TO YOU,24,4,14
1960-10-13,28,JOHNNY BURNETTE,DREAMIN',30,28,3
1960-10-13,29,JOHNNY MATHIS,MY LOVE FOR YOU,38,29,2
1960-10-13,30,MANUEL AND THE MUSIC OF THE MOUNTAINS,NEVER ON SUNDAY,New,30,1
1960-10-13,31,LONNIE DONEGAN,LORELEI,32,10,8
1960-10-13,32,BOBBY RYDELL,VOLARE,26,22,6
1960-10-13,33,JACKIE WILSON,ALL MY LOVE,50,33,5
1960-10-13,34,JOHNNY KIDD AND THE PIRATES,RESTLESS,47,34,2
1960-10-13,35,JOHNNY KIDD AND THE PIRATES,SHAKIN' ALL OVER,21,1,18
1960-10-13,36,BRENDA LEE,I'M SORRY,27,12,16
1960-10-13,37,JOHNNY PRESTON,FEEL SO FINE,33,18,10
1960-10-13,38,WANDA JACKSON,LET'S HAVE A PARTY,34,32,7
1960-10-13,39,JIM REEVES,HE'LL HAVE TO GO,41,12,29
1960-10-13,40,EDDIE COCHRAN,SWEETIE PIE,49,40,2
1960-10-13,41,MR. ACKER BILK AND HIS PARAMOUNT JAZZ BAND,WHITE CLIFFS OF DOVER,37,30,9
1960-10-13,42,BROOK BENTON,KIDDIO,43,42,2
1960-10-13,43,ROLF HARRIS,TIE ME KANGAROO DOWN SPORT,29,9,13
1960-10-13,44,MIKI AND GRIFF,ROCKIN' ALONE,New,44,1
1960-10-13,45,DON COSTA AND HIS ORCHESTRA AND CHORUS,NEVER ON SUNDAY,New,45,1
1960-10-13,46,FRANKIE VAUGHAN,KOOKIE LITTLE PARADISE,31,31,4
1960-10-13,47,MIKE PRESTON,I'D DO ANYTHING,28,23,8
1960-10-13,48,FENDERMEN,MULE SKINNER BLUES,40,37,6
1960-10-13,49,ANITA BRYANT,MY LITTLE CORNER OF THE WORLD,48,48,2
1960-10-13,50,VISCOUNTS,SHORTNIN' BREAD,New,50,1
