chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
1976-08-08,1,ELTON JOHN AND KIKI DEE,DON'T GO BREAKING MY HEART,1,1,7
1976-08-08,2,DR. HOOK,A LITTLE BIT MORE,2,2,8
1976-08-08,3,DAVID DUNDAS,JEANS ON,3,3,4
1976-08-08,4,TAVARES,HEAVEN MUST BE MISSING AN ANGEL,6,4,6
1976-08-08,5,JIMMY JAMES AND THE VAGABONDS,NOW IS THE TIME,8,5,5
1976-08-08,6,DEMIS ROUSSOS,THE ROUSSOS PHENOMENON,4,1,8
1976-08-08,7,JOHNNY WAKELIN,IN ZAIRE,11,7,4
1976-08-08,8,5000 VOLTS,DR. KISS KISS,12,8,4
1976-08-08,9,DOROTHY MOORE,MISTY BLUE,5,5,9
1976-08-08,10,THE BEE GEES,YOU SHOULD BE DANCING,20,10,3
1976-08-08,11,STATUS QUO,MYSTERY SONG,15,11,6
1976-08-08,12,THE MANHATTANS,KISS AND SAY GOODBYE,7,4,9
1976-08-08,13,WINGS,LET 'EM IN,28,13,2
1976-08-08,14,THE ISLEY BROTHERS,HARVEST FOR THE WORLD,10,10,6
1976-08-08,15,BRYAN FERRY,EXTENDED PLAY,40,15,2
1976-08-08,16,STEVE HARLEY AND COCKNEY REBEL,HERE COMES THE SUN,24,16,3
1976-08-08,17,THE CHI-LITES,YOU DON'T HAVE TO GO,32,17,3
1976-08-08,18,LIVERPOOL EXPRESS,YOU ARE MY LOVE,14,11,8
1976-08-08,19,CANDI STATON,YOUNG HEARTS RUN FREE,9,2,12
1976-08-08,20,BILLY OCEAN,LOVE ON DELIVERY,19,19,6
1976-08-08,21,LOU RAWLS,YOU'LL NEVER FIND ANOTHER LOVE LIKE MINE,34,21,3
1976-08-08,22,BILLIE JO SPEARS,WHAT I'VE GOT IN MIND,23,22,5
1976-08-08,23,THE BEATLES,BACK IN THE USSR,21,19,6
1976-08-08,24,QUEEN,YOU'RE MY BEST FRIEND,16,7,7
1976-08-08,25,100 TON AND A FEATHER,IT ONLY TAKES A MINUTE,13,9,8
1976-08-08,26,KC AND THE SUNSHINE BAND,"(SHAKE, SHAKE, SHAKE) SHAKE YOUR BOOTY",22,22,5
1976-08-08,27,THE STYLISTICS,16 BARS,43,27,2
1976-08-08,28,WALTER MURPHY,A FIFTH OF BEETHOVEN,31,28,6
1976-08-08,29,DON WILLIAMS,I RECALL A GYPSY WOMAN,29,13,9
1976-08-08,30,SENSATIONAL ALEX HARVEY BAND,THE BOSTON TEA PARTY,17,13,9
1976-08-08,31,HOT CHOCOLATE,MAN TO MAN,18,14,8
1976-08-08,32,JAMES AND BOBBY PURIFY,MORNING GLORY,46,32,2
1976-08-08,33,STARLAND VOCAL BAND,AFTERNOON DELIGHT,47,33,2
1976-08-08,34,BILLY CONNOLLY,NO CHANCE (NO CHARGE),27,24,5
1976-08-08,35,JESSE GREEN,NICE AND SLOW,50,35,2
1976-08-08,36,T. REX,I LOVE TO BOOGIE,26,13,9
1976-08-08,37,REAL THING,YOU TO ME ARE EVERYTHING,30,1,11
1976-08-08,38,SHANGRI-LAS,LEADER OF THE PACK {1976},35,7,12
1976-08-08,39,THIN LIZZY,JAILBREAK,New,39,1
1976-08-08,40,BRYAN FERRY,LET'S STICK TOGETHER,25,4,10
1976-08-08,41,NEIL DIAMOND,IF YOU KNOW WHAT I MEAN,New,41,1
1976-08-08,42,LITTLE ANTHONY AND THE IMPERIALS,BETTER USE YOUR HEAD/GONNA FIX YOU GOOD,42,42,3
1976-08-08,43,CHANTER SISTERS,SIDE SHOW,48,43,5
1976-08-08,44,THE BEACH BOYS,GOOD VIBRATIONS {1976},33,18,7
1976-08-08,45,JOHNNY CASH AND THE TENNESSEE THREE,ONE PIECE AT A TIME,36,32,7
1976-08-08,46,THE FATBACK BAND,NIGHT FEVER,New,46,1
1976-08-08,47,WINIFRED SHAW,LULLABY OF BROADWAY,New,47,1
1976-08-08,48,SHEER ELEGANCE,IT'S TEMPTATION,41,41,4
1976-08-08,49,TWIGGY,HERE I GO AGAIN,New,49,1
1976-08-08,50,THE NEW SEEKERS,IT'S SO NICE,New,50,1
