chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
1986-10-19,1,NICK BERRY,EVERY LOSER WINS,1,1,4
1986-10-19,2,MADONNA,TRUE BLUE,2,1,4
1986-10-19,3,CLIFF RICHARD AND SARAH BRIGHTMAN,ALL I ASK OF YOU,7,3,4
1986-10-19,4,STATUS QUO,IN THE ARMY NOW,5,4,4
1986-10-19,5,PAUL SIMON,YOU CAN CALL ME AL,4,4,8
1986-10-19,6,THE BANGLES,WALK LIKE AN EGYPTIAN,9,6,7
1986-10-19,7,FIVE STAR,RAIN OR SHINE,3,2,7
1986-10-19,8,PET SHOP BOYS,SUBURBIA,8,8,4
1986-10-19,9,THE COMMUNARDS,DON'T LEAVE ME THIS WAY,6,1,10
1986-10-19,10,MIDNIGHT STAR,MIDAS TOUCH,22,10,4
1986-10-19,11,BORIS GARDINER,YOU'RE EVERYTHING TO ME,25,11,4
1986-10-19,12,CYNDI LAUPER,TRUE COLORS,13,12,7
1986-10-19,13,MARTI WEBB AND THE SIMON MAY ORCHESTRA,ALWAYS THERE,14,13,7
1986-10-19,14,THE PRETENDERS,DON'T GET ME WRONG,32,14,3
1986-10-19,15,PAUL HARDCASTLE,THE WIZARD,23,15,3
1986-10-19,16,A-HA,I'VE BEEN LOSING YOU,10,8,4
1986-10-19,17,EURYTHMICS,THORN IN MY SIDE,11,5,8
1986-10-19,18,CAMEO,WORD UP,12,3,9
1986-10-19,19,JULIAN COPE,WORLD SHUT YOUR MOUTH,20,19,5
1986-10-19,20,ORCHESTRAL MANOEUVRES IN THE DARK,(FOREVER) LIVE AND DIE,15,11,8
1986-10-19,21,DJ JAZZY JEFF AND THE FRESH PRINCE,GIRLS AIN'T NOTHING BUT TROUBLE,37,21,4
1986-10-19,22,THE HOUSEMARTINS,THINK FOR A MINUTE,28,22,4
1986-10-19,23,AMAZULU,MONTEGO BAY,16,16,7
1986-10-19,24,HUEY LEWIS AND THE NEWS,STUCK WITH YOU,17,12,10
1986-10-19,25,THE POLICE,DON'T STAND SO CLOSE TO ME '86,24,24,3
1986-10-19,26,CATHERINE STOCK,TO HAVE AND TO HOLD,66,26,2
1986-10-19,27,BILLY IDOL,TO BE A LOVER,29,27,4
1986-10-19,28,JERMAINE STEWART,WE DON'T HAVE TO TAKE OUR CLOTHES OFF,18,2,13
1986-10-19,29,GWEN GUTHRIE,(THEY LONG TO BE) CLOSE TO YOU,39,29,3
1986-10-19,30,THE MISSION,STAY WITH ME,40,30,2
1986-10-19,31,TIMEX SOCIAL CLUB,RUMORS,27,13,7
1986-10-19,32,RUN DMC/AEROSMITH,WALK THIS WAY,19,8,8
1986-10-19,33,CUTTING CREW,(I JUST) DIED IN YOUR ARMS,21,4,12
1986-10-19,34,THE STRANGLERS,ALWAYS THE SUN,42,34,2
1986-10-19,35,FARLEY 'JACKMASTER' FUNK,LOVE CAN'T TURN AROUND,30,10,10
1986-10-19,36,KIM WILDE,YOU KEEP ME HANGIN' ON,New,36,1
1986-10-19,37,BERLIN,TAKE MY BREATH AWAY (LOVE THEME FROM 'TOP GUN'),New,37,1
1986-10-19,38,MEL AND KIM,SHOWING OUT (GET FRESH AT THE WEEKEND),43,38,6
1986-10-19,39,PAUL YOUNG,WONDERLAND,26,24,4
1986-10-19,40,BON JOVI,LIVIN' ON A PRAYER,New,40,1
1986-10-19,41,BORIS GARDINER,I WANT TO WAKE UP WITH YOU,34,1,14
1986-10-19,42,LOOSE ENDS,SLOW DOWN,35,27,6
1986-10-19,43,PETER CETERA,GLORY OF LOVE,31,3,13
1986-10-19,44,BILLY OCEAN,BITTERSWEET,46,44,3
1986-10-19,45,SINITTA,FEELS LIKE THE FIRST TIME,50,45,3
1986-10-19,46,DON JOHNSON,HEARTBEAT,60,46,3
1986-10-19,47,MARC ALMOND,RUBY RED,49,47,2
1986-10-19,48,MICHAEL MCDONALD,SWEET FREEDOM,33,12,8
1986-10-19,49,RED BOX,FOR AMERICA,86,49,2
1986-10-19,50,LIONEL RICHIE,LOVE WILL CONQUER ALL,47,47,3
1986-10-19,51,GLASS TIGER,DON'T FORGET ME (WHEN I'M GONE),67,51,3
1986-10-19,52,BIG AUDIO DYNAMITE,C'MON EVERY BEATBOX,51,51,3
1986-10-19,53,COCTEAU TWINS,LOVE'S EASY TEARS,New,53,1
1986-10-19,54,IT BITES,WHOLE NEW WORLD,58,54,3
1986-10-19,55,HOWARD JONES,ALL I WANT,41,35,4
1986-10-19,56,ICICLE WORKS,WHO DO YOU WANT FOR YOUR LOVE,54,54,4
1986-10-19,57,SWING OUT SISTER,BREAKOUT,88,57,2
1986-10-19,58,GENESIS,IN TOO DEEP,36,19,9
1986-10-19,59,ARETHA FRANKLIN,JUMPIN' JACK FLASH,New,59,1
1986-10-19,60,ELTON JOHN,HEARTACHE ALL OVER THE WORLD,45,45,4
1986-10-19,61,THE COMMODORES,GOIN' TO THE BANK,New,61,1
1986-10-19,62,ALICE COOPER,HE'S BACK (THE MAN BEHIND THE MASK),61,61,2
1986-10-19,63,NIK KERSHAW,NOBODY KNOWS,44,44,3
1986-10-19,64,QUEEN,WHO WANTS TO LIVE FOREVER,38,24,5
1986-10-19,65,JM SILK,I CAN'T TURN AROUND,New,65,1
1986-10-19,66,JACKSON BROWNE,IN THE SHAPE OF A HEART,73,66,4
1986-10-19,67,LETITIA DEAN AND PAUL MEDFORD,SOMETHING OUTTA NOTHING,New,67,1
1986-10-19,68,ERASURE,SOMETIMES,82,68,2
1986-10-19,69,CUTTING CREW,I'VE BEEN IN LOVE BEFORE,New,69,1
1986-10-19,70,JAMES BROWN,GRAVITY,65,65,4
1986-10-19,71,REAL THING,STRAIGHT TO THE HEART,New,71,1
1986-10-19,72,THE THE,INFECTED,New,72,1
1986-10-19,73,LITTLE RICHARD,OPERATOR,91,73,2
1986-10-19,74,PRINCESS,IN THE HEAT OF A PASSIONATE MOMENT,New,74,1
1986-10-19,75,BIG COUNTRY,ONE GREAT THING,48,19,6
1986-10-19,76,MODERN TALKING,ATLANTIS CALLING,55,55,4
