chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
2004-01-25,1,MICHELLE,ALL THIS TIME,1,1,3
2004-01-25,2,KELIS,MILKSHAKE,2,2,3
2004-01-25,3,BOOGIE PIMPS,SOMEBODY TO LOVE,5,3,3
2004-01-25,4,OUTKAST,HEY YA,9,4,11
2004-01-25,5,MICHAEL ANDREWS FT GARY JULES,MAD WORLD,4,1,6
2004-01-25,6,2PLAY FT RAGHAV & JUCXI,SO CONFUSED,8,6,2
2004-01-25,7,FRANZ FERDINAND,TAKE ME OUT,3,3,2
2004-01-25,8,OZZY & KELLY OSBOURNE,CHANGES,6,1,7
2004-01-25,9,SEAN PAUL FT SASHA,I'M STILL IN LOVE WITH YOU,7,6,3
2004-01-25,10,SCISSOR SISTERS,COMFORTABLY NUMB,New,10,1
2004-01-25,11,OFFSPRING,HIT THAT,New,11,1
2004-01-25,12,BLACK EYED PEAS,SHUT UP,10,2,10
2004-01-25,13,MAROON 5,HARDER TO BREATHE,New,13,1
2004-01-25,14,WILL YOUNG,LEAVE RIGHT NOW,12,1,9
2004-01-25,15,BEYONCE,ME MYSELF & I,11,11,2
2004-01-25,16,DELAYS,LONG TIME COMING,New,16,1
2004-01-25,17,TUPAC FT NOTORIOUS BIG,RUNNIN' (DYING TO LIVE),New,17,1
2004-01-25,18,ULTRABEAT,FEELIN' FINE,18,12,6
2004-01-25,19,ZUTONS,PRESSURE POINT,New,19,1
2004-01-25,20,VICTORIA BECKHAM,THIS GROOVE/LET YOUR HEAD GO,14,3,4
2004-01-25,21,RYAN ADAMS,SO ALIVE,New,21,1
2004-01-25,22,BASEMENT JAXX FT LISA KEKAULA,GOOD LUCK,17,12,3
2004-01-25,23,MOTORCYCLE,AS THE RUSH COMES,16,11,4
2004-01-25,24,KATIE MELUA,THE CLOSEST THING TO CRAZY,24,10,8
2004-01-25,25,SUGABABES,TOO LOST IN YOU,19,10,6
2004-01-25,26,LIBERTY X,EVERYBODY CRIES,13,13,2
2004-01-25,27,EASYWORLD,'TIL THE DAY,New,27,1
2004-01-25,28,ATOMIC KITTEN,LADIES NIGHT,23,8,6
2004-01-25,29,ALISTAIR GRIFFIN FT ROBIN GIBB,BRING IT ON/MY LOVER'S PRAYER,20,5,4
2004-01-25,30,EVANESCENCE,MY IMMORTAL,28,7,7
2004-01-25,31,STACIE ORRICO,I PROMISE,22,22,2
2004-01-25,32,GIRLS ALOUD,JUMP,29,2,10
2004-01-25,33,HIM,THE FUNERAL OF HEARTS,15,15,2
2004-01-25,34,KEVIN LYTTLE,TURN ME ON,31,2,15
2004-01-25,35,AMY STUDT,ALL I WANNA DO,21,21,2
2004-01-25,36,SHANE RICHIE,I'M YOUR MAN,26,2,9
2004-01-25,37,NELLY FURTADO,POWERLESS (SAY WHAT YOU WANT),30,13,7
2004-01-25,38,SOPHIE ELLIS-BEXTOR,I WON'T CHANGE YOU,27,9,4
2004-01-25,39,CHRISTINA AGUILERA,THE VOICE WITHIN,34,9,7
2004-01-25,40,BLUE FT STEVIE WONDER,SIGNED SEALED DELIVERED I'M YOURS,32,11,6
2004-01-25,41,S CLUB 8,DON'T TELL ME YOU'RE SORRY,33,11,4
2004-01-25,42,BO SELECTA,PROPER CRIMBO,40,4,6
2004-01-25,43,LOST BROTHERS FT G TOM MAC,CRY LITTLE SISTER (I NEED U NOW),35,21,7
2004-01-25,44,SIMPLY RED,YOU MAKE ME FEEL BRAND NEW,38,7,8
2004-01-25,45,MOOD II SWING,CAN'T GET AWAY,New,45,1
2004-01-25,46,DARKNESS,CHRISTMAS TIME (DON'T LET THE BELLS END),36,2,6
2004-01-25,47,DIDO,LIFE FOR RENT,39,8,8
2004-01-25,48,ALICIA KEYS,YOU DON'T KNOW MY NAME,41,19,7
2004-01-25,49,FLIP & FILL FT JUNIOR,IRISH BLUE,37,20,3
2004-01-25,50,FATMAN SCOOP/CROOKLYN CLAN,BE FAITHFUL,44,1,14
2004-01-25,51,EIGHTIES MATCHBOX B-LINE,MISTER MENTAL,25,25,2
2004-01-25,52,JAMELIA,SUPERSTAR,49,3,19
2004-01-25,53,UB40/UNITED COLOURS OF SOUND,SWING LOW,50,15,13
2004-01-25,54,BUSTED,CRASHED THE WEDDING,46,1,11
2004-01-25,55,JA RULE,CLAP BACK/REIGNS,43,9,9
2004-01-25,56,G UNIT,STUNT 101,48,25,6
2004-01-25,57,LEMAR,50:50/LULLABY,47,5,10
2004-01-25,58,GARETH GATES,SAY IT ISN'T SO,52,4,8
2004-01-25,59,BRITNEY SPEARS FT MADONNA,ME AGAINST THE MUSIC,55,2,11
2004-01-25,60,PEACHES FT IGGY POP,KICK IT,53,39,3
2004-01-25,61,DISTORTED MINDS,T-10/THE TENTH PLANET,45,43,4
2004-01-25,62,METALLICA,THE UNNAMED FEELING,42,42,2
2004-01-25,63,PAUL JACKSON & STEVE SMITH,THE PUSH (FAR FROM HERE),51,51,2
2004-01-25,64,JAYDEE,PLASTIC DREAMS,54,35,4
2004-01-25,65,DJ TOUCHE,THE PADDLE/THE GIRL'S A FREAK,New,65,1
2004-01-25,66,DMX FT SWIZZ BEATZ,GET IT ON THE FLOOR,60,34,4
2004-01-25,67,KUJAY DADA,YOUNG HEARTS,58,41,3
2004-01-25,68,D-SIDE,REAL WORLD,71,9,8
2004-01-25,69,JAY-Z,CHANGE CLOTHES,72,32,8
2004-01-25,70,ROY DAVIS JR,ABOUT LOVE,New,70,1
2004-01-25,71,DYVERSE,MISGUIDED,New,71,1
2004-01-25,72,BIG BROVAZ,AIN'T WHAT YOU DO,61,15,7
