chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
1977-07-31,1,DONNA SUMMER,I FEEL LOVE,1,1,5
1977-07-31,2,BROTHERHOOD OF MAN,ANGELO,4,2,5
1977-07-31,3,BONEY M,MA BAKER,2,2,7
1977-07-31,4,HOT CHOCOLATE,SO YOU WIN AGAIN,5,1,8
1977-07-31,5,EMERSON LAKE & PALMER,FANFARE FOR THE COMMON MAN,3,2,10
1977-07-31,6,RITA COOLIDGE,WE'RE ALL ALONE,9,6,7
1977-07-31,7,SMOKIE,IT'S YOUR LIFE,18,7,4
1977-07-31,8,THE SEX PISTOLS,PRETTY VACANT,6,6,5
1977-07-31,9,SHOWADDYWADDY,YOU GOT WHAT IT TAKES,15,9,3
1977-07-31,10,ALESSI,"OH, LORI",8,8,9
1977-07-31,11,THE COMMODORES,EASY,10,10,6
1977-07-31,12,JOHN MILES,SLOW DOWN,11,10,8
1977-07-31,13,RAH BAND,THE CRUNCH,20,13,5
1977-07-31,14,THE FLOATERS,FLOAT ON,16,14,3
1977-07-31,15,THE STRANGLERS,SOMETHING BETTER CHANGE,37,15,2
1977-07-31,16,DETROIT EMERALDS,FEEL THE NEED,12,12,8
1977-07-31,17,TAVARES,ONE STEP AWAY,17,16,6
1977-07-31,18,OLIVIA NEWTON-JOHN,SAM,13,6,9
1977-07-31,19,BOB MARLEY & THE WAILERS,EXODUS,14,14,7
1977-07-31,20,THE JAM,ALL AROUND THE WORLD,22,20,3
1977-07-31,21,GLADYS KNIGHT AND THE PIPS,BABY DON'T CHANGE YOUR MIND,7,4,11
1977-07-31,22,QUEEN,GOOD OLD FASHIONED LOVERBOY,23,17,10
1977-07-31,23,BARRY BIGGS,THREE RING CIRCUS,25,22,5
1977-07-31,24,JONATHAN RICHMAN,ROADRUNNER,21,21,4
1977-07-31,25,TELEVISION,PROVE IT,28,25,2
1977-07-31,26,CANDI STATON,NIGHTS ON BROADWAY,27,26,3
1977-07-31,27,FLEETWOOD MAC,DREAMS,30,25,5
1977-07-31,28,THE STRANGLERS,PEACHES,19,8,12
1977-07-31,29,DAVE EDMUNDS,I KNEW THE BRIDE,26,26,6
1977-07-31,30,DENIECE WILLIAMS,THAT'S WHAT FRIENDS ARE FOR,42,30,2
1977-07-31,31,GARY GLITTER,A LITTLE BOOGIE WOOGIE IN THE BACK OF MY MIND,35,31,4
1977-07-31,32,DANNY WILLIAMS,DANCIN' EASY,50,32,2
1977-07-31,33,BARBRA STREISAND,A STAR IS BORN (EVERGREEN),29,3,18
1977-07-31,34,BAY CITY ROLLERS,YOU MADE ME BELIEVE IN MAGIC,44,34,2
1977-07-31,35,T-CONNECTION,DO WHAT YOU WANNA DO,31,11,8
1977-07-31,36,THE RAMONES,SWALLOW MY PRIDE,New,36,1
1977-07-31,37,THE JACKSONS,SHOW YOU THE WAY TO GO,24,1,10
1977-07-31,38,ANDY GIBB,I JUST WANNA BE YOUR EVERYTHING,32,26,7
1977-07-31,39,REAL THING,LOVE'S SUCH A WONDERFUL THING,47,39,2
1977-07-31,40,JOE WALSH,ROCKY MOUNTAIN WAY,39,39,4
1977-07-31,41,BILLY PAUL,YOUR SONG,45,41,4
1977-07-31,42,SUPERTRAMP,GIVE A LITTLE BIT,34,29,7
1977-07-31,43,CARLY SIMON,NOBODY DOES IT BETTER,New,43,1
1977-07-31,44,STEVE GIBBONS BAND,TULANE,New,44,1
1977-07-31,45,CJ AND CO,DEVIL'S GUN,43,43,2
1977-07-31,46,PETER FRAMPTON,I'M IN YOU,41,41,3
1977-07-31,47,JIGSAW,IF I HAVE TO GO AWAY,New,47,1
1977-07-31,48,THE BROTHERS JOHNSON,STRAWBERRY LETTER 23,48,35,5
1977-07-31,49,MINK DEVILLE,SPANISH STROLL,New,49,1
1977-07-31,50,SAINTS,THIS PERFECT DAY,36,34,4
