chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
1976-09-12,1,ABBA,DANCING QUEEN,1,1,5
1976-09-12,2,ROD STEWART,THE KILLING OF GEORGIE,6,2,5
1976-09-12,3,REAL THING,CAN'T GET BY WITHOUT YOU,13,3,3
1976-09-12,4,GEORGHE ZAMFIR,(LIGHT OF EXPERIENCE) DOINA DE JALE,8,4,5
1976-09-12,5,MR. ACKER BILK,ARIA,17,5,5
1976-09-12,6,WINGS,LET 'EM IN,2,2,7
1976-09-12,7,THE STYLISTICS,16 BARS,7,7,7
1976-09-12,8,THE CHI-LITES,YOU DON'T HAVE TO GO,3,3,8
1976-09-12,9,THE WURZELS,I AM A CIDER DRINKER,23,9,2
1976-09-12,10,BAY CITY ROLLERS,I ONLY WANNA BE WITH YOU,25,10,2
1976-09-12,11,MANFRED MANN'S EARTH BAND,BLINDED BY THE LIGHT,14,11,4
1976-09-12,12,PUSSYCAT,MISSISSIPPI,21,12,4
1976-09-12,13,TINA CHARLES,DANCE LITTLE LADY DANCE,22,13,5
1976-09-12,14,ELTON JOHN AND KIKI DEE,DON'T GO BREAKING MY HEART,4,1,12
1976-09-12,15,BARRY WHITE,"BABY, WE BETTER TRY AND GET IT TOGETHER",15,15,5
1976-09-12,16,BILLIE JO SPEARS,WHAT I'VE GOT IN MIND,9,4,10
1976-09-12,17,BRYAN FERRY,EXTENDED PLAY,11,7,7
1976-09-12,18,CLIFF RICHARD,I CAN'T ASK FOR ANYTHING MORE THAN YOU BABE,20,18,5
1976-09-12,19,TWIGGY,HERE I GO AGAIN,19,19,6
1976-09-12,20,JESSE GREEN,NICE AND SLOW,33,17,7
1976-09-12,21,LOU RAWLS,YOU'LL NEVER FIND ANOTHER LOVE LIKE MINE,10,10,8
1976-09-12,22,STARLAND VOCAL BAND,AFTERNOON DELIGHT,31,18,7
1976-09-12,23,ROD STEWART,SAILING {1976},36,1,14
1976-09-12,24,DR. HOOK,A LITTLE BIT MORE,12,2,13
1976-09-12,25,HOT CHOCOLATE,HEAVEN IS IN THE BACK SEAT OF MY CADILLAC,28,25,5
1976-09-12,26,KIKI DEE,LOVING AND FREE,45,26,2
1976-09-12,27,THE BEE GEES,YOU SHOULD BE DANCING,5,5,8
1976-09-12,28,TOMMY HUNT,LOVING ON THE LOSING SIDE,29,28,5
1976-09-12,29,ELVIS PRESLEY,GIRL OF MY BEST FRIEND,38,29,3
1976-09-12,30,JOHNNY WAKELIN,IN ZAIRE,18,4,9
1976-09-12,31,5000 VOLTS,DR. KISS KISS,16,8,9
1976-09-12,32,JUDGE DREAD,Y VIVA SUSPENDERS,27,27,4
1976-09-12,33,DAVID DUNDAS,JEANS ON,24,3,9
1976-09-12,34,RICK DEES AND HIS CAST OF IDIOTS,DISCO DUCK,New,34,1
1976-09-12,35,LYNYRD SKYNYRD,SWEET HOME ALABAMA/DOUBLE TROUBLE,44,35,2
1976-09-12,36,HENRY GROSS,SHANNON,32,32,4
1976-09-12,37,THE RITCHIE FAMILY,THE BEST DISCO IN TOWN,New,37,1
1976-09-12,38,BARRY BIGGS,WORK ALL DAY,41,38,4
1976-09-12,39,CAN,I WANT MORE,35,35,4
1976-09-12,40,TAVARES,HEAVEN MUST BE MISSING AN ANGEL,26,4,11
1976-09-12,41,THE DRIFTERS,EVERY NITE'S A SATURDAY NIGHT WITH YOU,47,41,2
1976-09-12,42,JOHNNY 'GUITAR' WATSON,I NEED IT,39,35,4
1976-09-12,43,CANDI STATON,DESTINY,New,43,1
1976-09-12,44,PETER FRAMPTON,BABY I LOVE YOUR WAY,48,44,2
1976-09-12,45,DETROIT SPINNERS,THE RUBBERBAND MAN,49,45,2
1976-09-12,46,EDDIE AND THE HOTRODS,LIVE AT THE MARQUEE,46,46,2
1976-09-12,47,GALLAGHER AND LYLE,BREAKAWAY,43,43,2
1976-09-12,48,J.A.L.N. BAND,DISCO MUSIC-I LIKE IT,50,48,2
1976-09-12,49,JAMES BROWN,GET UP OFFA THAT THING,New,49,1
1976-09-12,50,RANDY EDELMAN,"UPTOWN, UPTEMPO WOMAN",New,50,1
