chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
1955-06-24,1,JIMMY YOUNG,UNCHAINED MELODY,3,1,8
1955-06-24,2,EDDIE CALVERT,CHERRY PINK AND APPLE BLOSSOM WHITE,1,1,12
1955-06-24,3,AL HIBBLER,UNCHAINED MELODY,2,2,7
1955-06-24,4,ALMA COGAN,DREAMBOAT,6,4,5
1955-06-24,5,CREW CUTS,EARTH ANGEL,7,4,11
1955-06-24,6,ROSEMARY CLOONEY AND THE MELLOMEN,WHERE WILL THE DIMPLE BE?,8,6,6
1955-06-24,7,TONY MARTIN,STRANGER IN PARADISE,10,6,10
1955-06-24,8,TONY BENNETT,STRANGER IN PARADISE,4,1,11
1955-06-24,9,PEREZ 'PREZ' PRADO AND HIS ORCHESTRA,CHERRY PINK AND APPLE BLOSSOM WHITE,5,1,14
1955-06-24,10,LES BAXTER,UNCHAINED MELODY,17,10,7
1955-06-24,11,DICKIE VALENTINE,I WONDER,13,11,4
1955-06-24,12,TENNESSEE ERNIE FORD,GIVE ME YOUR WORD,11,1,23
1955-06-24,13,JOHNNIE RAY,IF YOU BELIEVE,9,7,8
1955-06-24,14,FRANKIE LAINE WITH THE MELLOMEN,COOL WATER,New,14,1
1955-06-24,15,FOUR ACES,STRANGER IN PARADISE,12,6,6
1955-06-24,16,BARBARA LYON,STOWAWAY,New,16,1
1955-06-24,17,FRANK SINATRA,YOU MY LOVE,15,13,3
1955-06-24,18,JOE 'MR PIANO' HENDERSON,SING IT WITH JOE,14,14,4
1955-06-24,18,JANE FROMAN,I WONDER,19,18,2
1955-06-24,20,RUBY MURRAY,SOFTLY SOFTLY,16,1,22
1955-06-24,20,DAVID WHITFIELD,MAMA,RE,20,2
