chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
2023-04-14,1,CALVIN HARRIS/ELLIE GOULDING,MIRACLE,1,1,5
2023-04-14,2,LIBIANCA,PEOPLE,4,2,15
2023-04-14,3,ED SHEERAN,EYES CLOSED,3,1,3
2023-04-14,4,REMA,CALM DOWN,5,4,33
2023-04-14,5,DRAKE,SEARCH & RESCUE,New,5,1
2023-04-14,6,HARRY STYLES,AS IT WAS,7,1,54
2023-04-14,7,MILEY CYRUS,FLOWERS,2,1,13
2023-04-14,8,LEWIS CAPALDI,FORGET ME,45,1,31
2023-04-14,9,GEORGE EZRA,GREEN GREEN GRASS,11,3,46
2023-04-14,10,METRO BOOMIN/WEEKND/21 SAVAGE,CREEPIN',8,7,19
2023-04-14,11,PINKPANTHERESS,BOY'S A LIAR,9,2,17
2023-04-14,12,MIMI WEBB,RED FLAGS,12,12,13
2023-04-14,13,MAE STEPHENS,IF WE EVER BROKE UP,13,13,9
2023-04-14,14,JAX JONES/CALUM SCOTT,WHISTLE,14,14,9
2023-04-14,15,SWITCH DISCO & ELLA HENDERSON,REACT,15,15,10
2023-04-14,16,TAYLOR SWIFT,ANTI-HERO,19,1,25
2023-04-14,17,LEWIS CAPALDI,POINTLESS,RE,1,17
2023-04-14,18,SZA,KILL BILL,18,3,18
2023-04-14,19,RAYE FT 070 SHAKE,ESCAPISM,17,1,21
2023-04-14,20,BAKAR,HELL N BACK,28,20,4
2023-04-14,21,WEEKND,DIE FOR YOU,20,3,22
2023-04-14,22,NIALL HORAN,HEAVEN,21,16,8
2023-04-14,23,MEGHAN TRAINOR,MOTHER,22,22,5
2023-04-14,24,LEWIS CAPALDI,HOW I'M FEELING NOW,37,24,4
2023-04-14,25,ZARA LARSSON,CAN'T TAME HER,27,25,6
2023-04-14,26,D GUETTA/ANNE-MARIE/COI LERAY,BABY DON'T HURT ME,New,26,1
2023-04-14,27,AYRA STARR,RUSH,24,24,12
2023-04-14,28,MIGUEL,SURE THING,23,4,15
2023-04-14,29,LIZZY MCALPINE,CEILINGS,6,6,13
