chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
1987-07-12,1,PET SHOP BOYS,IT'S A SIN,1,1,4
1987-07-12,2,BRUCE WILLIS,UNDER THE BOARDWALK,2,2,8
1987-07-12,3,MADONNA,WHO'S THAT GIRL,New,3,1
1987-07-12,4,TERENCE TRENT D'ARBY,WISHING WELL,4,4,5
1987-07-12,5,ATLANTIC STARR,ALWAYS,7,5,8
1987-07-12,6,A-HA,THE LIVING DAYLIGHTS,5,5,3
1987-07-12,7,MEL AND KIM,F.L.M.,16,7,2
1987-07-12,8,BLACK,SWEETEST SMILE,12,8,4
1987-07-12,9,HEART,ALONE,15,9,8
1987-07-12,10,THE FIRM,STAR TREKKIN',3,1,7
1987-07-12,11,CLIFF RICHARD,MY PRETTY ONE,6,6,5
1987-07-12,12,WHITNEY HOUSTON,I WANNA DANCE WITH SOMEBODY (WHO LOVES ME),8,1,9
1987-07-12,13,SHAKIN' STEVENS,A LITTLE BOOGIE WOOGIE (IN THE BACK OF MY MIND),26,13,4
1987-07-12,14,BOOGIE BOX HIGH,JIVE TALKIN',31,14,3
1987-07-12,15,JACKIE WILSON,(YOUR LOVE KEEPS LIFTING ME) HIGHER AND HIGHER {1987},21,15,3
1987-07-12,16,CURIOSITY KILLED THE CAT,MISFIT {1987},10,7,5
1987-07-12,17,JOHN FARNHAM,YOU'RE THE VOICE,9,6,14
1987-07-12,18,BILLY IDOL,SWEET SIXTEEN,17,17,6
1987-07-12,19,WHITESNAKE,IS THIS LOVE,11,9,7
1987-07-12,20,CHRIS REA,LET'S DANCE,13,12,7
1987-07-12,21,THE CHRISTIANS,HOOVERVILLE (AND THEY PROMISED US THE WORLD),27,21,6
1987-07-12,22,ABC,WHEN SMOKEY SINGS,14,11,7
1987-07-12,23,FREDDIE MCGREGOR,JUST DON'T WANT TO BE LONELY,37,23,5
1987-07-12,24,GENESIS,THROWING IT ALL AWAY,22,22,5
1987-07-12,25,KENNY G,SONGBIRD,32,25,3
1987-07-12,26,BROKEN ENGLISH,COMIN' ON STRONG,18,18,8
1987-07-12,27,THE CURE,CATCH,30,27,3
1987-07-12,28,BANANARAMA,I HEARD A RUMOUR,55,28,2
1987-07-12,29,GEORGE MICHAEL,I WANT YOUR SEX,19,3,6
1987-07-12,30,STARSHIP,NOTHING'S GONNA STOP US NOW,28,1,16
1987-07-12,31,PRINCE,IF I WAS YOUR GIRLFRIEND,24,20,5
1987-07-12,32,LOS LOBOS,LA BAMBA,New,32,1
1987-07-12,33,JOHNNY LOGAN,HOLD ME NOW,20,2,9
1987-07-12,34,HUE AND CRY,LABOUR OF LOVE,50,34,6
1987-07-12,35,LUTHER VANDROSS,I REALLY DIDN'T MEAN IT,60,35,4
1987-07-12,36,SIMPLE MINDS,PROMISED YOU A MIRACLE (LIVE),25,19,5
1987-07-12,37,THE GAP BAND,OOPS UPSIDE YOUR HEAD {1987},52,37,2
1987-07-12,38,BOY GEORGE,SOLD,New,38,1
1987-07-12,39,U2,I STILL HAVEN'T FOUND WHAT I'M LOOKING FOR,29,6,7
1987-07-12,40,SAMANTHA FOX,NOTHING'S GONNA STOP ME NOW,23,8,8
1987-07-12,41,CROWDED HOUSE,DON'T DREAM IT'S OVER,33,27,10
1987-07-12,42,BEASTIE BOYS,SHE'S ON IT,New,42,1
1987-07-12,43,SWING OUT SISTER,FOOLED BY A SMILE,57,43,2
1987-07-12,44,ERROL BROWN,PERSONAL TOUCH,45,44,4
1987-07-12,45,THE KANE GANG,MOTORTOWN,48,45,6
1987-07-12,46,PETER GABRIEL,RED RAIN,51,46,2
1987-07-12,47,MANTRONIX,SCREAM,46,46,4
1987-07-12,48,ROBBIE NEVIL,WOT'S IT TO YA,67,48,2
1987-07-12,49,THE BEATLES,ALL YOU NEED IS LOVE {1987},New,49,1
1987-07-12,50,ERASURE,VICTIM OF LOVE,34,7,8
1987-07-12,51,MIRAGE,JACK MIX II/III,40,4,11
1987-07-12,52,WAS (NOT WAS),SPY IN THE HOUSE OF LOVE,New,52,1
1987-07-12,53,JODY WATLEY,LOOKING FOR A NEW LOVE,35,13,11
1987-07-12,54,LIVING IN A BOX,SCALES OF JUSTICE,36,30,6
1987-07-12,55,DAVID BOWIE,TIME WILL CRAWL,42,33,4
1987-07-12,56,FLEETWOOD MAC,SEVEN WONDERS,68,56,2
1987-07-12,57,JOYCE SIMS,LIFETIME LOVE,38,34,6
1987-07-12,58,LINDA RONSTADT AND JAMES INGRAM,SOMEWHERE OUT THERE,65,58,2
1987-07-12,59,SUZANNE VEGA,TOM'S DINER,New,59,1
1987-07-12,60,ANITA DOBSON,TALKING OF LOVE,New,60,1
1987-07-12,61,JUDY BOUCHER,YOU CAUGHT MY EYE,53,53,3
1987-07-12,62,TOM JONES,IT'S NOT UNUSUAL {1987},39,17,8
1987-07-12,63,HERB ALPERT,DIAMONDS {1987},41,27,7
1987-07-12,64,THAT PETROL EMOTION,DANCE,70,64,3
1987-07-12,65,MAN 2 MAN,I NEED A MAN,43,43,3
1987-07-12,66,KING SUN-D MOET,HEY LOVE,73,66,4
1987-07-12,67,ANTHRAX,INDIANS,58,44,4
1987-07-12,68,THE ART OF NOISE,DRAGNET,New,68,1
1987-07-12,69,CABARET VOLTAIRE,DON'T ARGUE,New,69,1
1987-07-12,70,NOEL MURPHY,MURPHY AND THE BRICKS,61,57,7
1987-07-12,71,KID 'N' PLAY,LAST NIGHT,New,71,1
1987-07-12,71,PSEUDO ECHO,FUNKY TOWN,New,71,1
1987-07-12,73,TAFFY,STEP BY STEP,New,73,1
1987-07-12,74,STEVE WALSH,I FOUND LOVIN',New,74,1
1987-07-12,75,DENNIS EDWARDS AND SIEDAH GARRETT,DON'T LOOK ANY FURTHER,63,45,11
1987-07-12,76,JENNIFER WARNES,FIRST WE TAKE MANHATTAN,81,76,2
1987-07-12,77,BALAAM AND THE ANGEL,I'LL SHOW YOU SOMETHING SPECIAL,77,77,2
1987-07-12,78,ELKIE BROOKS,WE'VE GOT TONIGHT,69,69,3
1987-07-12,79,THE B-52S,WIG,87,79,3
1987-07-12,80,SPAGNA,CALL ME,93,80,2
1987-07-12,81,ALL ABOUT EVE,FLOWERS IN OUR HAIR,New,81,1
1987-07-12,82,SMOKEY ROBINSON AND THE MIRACLES,TRACKS OF MY TEARS,New,82,1
1987-07-12,83,LISA LISA AND CULT JAM,HEAD TO TOE,82,82,3
1987-07-12,84,THE FATBACK BAND,I FOUND LOVIN' {1987},91,77,23
1987-07-12,85,IVOR BIGGUN,MAJORCA,New,85,1
1987-07-12,86,THEN JERICO,THE MOTIVE,New,86,1
1987-07-12,87,THE BEATMASTERS FEATURING THE COOKIE CREW,ROK DA HOUSE FT THE COOKIE CREW,79,79,2
1987-07-12,88,PUBLIC ENEMY,YOU'RE GONNA GET YOURS,New,88,1
1987-07-12,89,BODINES,SKANKIN' QUEENS,New,89,1
1987-07-12,90,ARETHA FRANKLIN,ROCK-A-LOTT,84,84,2
1987-07-12,91,BOBBY WOMACK,HOW COULD YOU BREAK MY HEART,86,86,3
1987-07-12,92,BOB SEGER AND THE SILVER BULLET BAND,SHAKEDOWN,New,92,1
1987-07-12,93,HUEY LEWIS AND THE NEWS,DOIN' IT (ALL FOR MY BABY),New,93,1
1987-07-12,94,U2,WITH OR WITHOUT YOU,RE,4,12
1987-07-12,95,TERENCE TRENT D'ARBY,IF YOU LET ME STAY,97,7,17
1987-07-12,96,ROGER DALTREY,HEARTS ON FIRE,88,88,2
1987-07-12,97,REGINA BELLE,SHOW ME THE WAY,98,97,3
1987-07-12,98,WAX,BRIDGE TO YOUR HEART,New,98,1
1987-07-12,99,ZODIAC MINDWARP AND THE LOVE REACTION,PRIME MOVER,RE,18,7
1987-07-12,100,RUBY TURNER,IN MY LIFE,95,95,2
