chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
1975-04-27,1,MUD,OH BOY,6,1,2
1975-04-27,2,MINNIE RIPERTON,LOVIN' YOU,7,2,4
1975-04-27,3,BOBBY GOLDSBORO,HONEY {1975},2,2,6
1975-04-27,4,SUSAN CADOGAN,HURT SO GOOD,10,4,5
1975-04-27,5,BAY CITY ROLLERS,BYE BYE BABY,1,1,9
1975-04-27,6,PETER SHELLEY,LOVE ME LOVE MY DOG,4,3,7
1975-04-27,7,10CC,LIFE IS A MINESTRONE,9,7,5
1975-04-27,8,GLITTER BAND,THE TEARS I CRIED,14,8,4
1975-04-27,9,THE THREE DEGREES,TAKE GOOD CARE OF YOURSELF,11,9,4
1975-04-27,10,THE SWEET,FOX ON THE RUN,3,2,8
1975-04-27,11,JIM GILSTRAP,SWING YOUR DADDY,5,4,8
1975-04-27,12,GILBERT BECAUD,A LITTLE LOVE AND UNDERSTANDING,13,12,6
1975-04-27,13,TEACH-IN,DING-A-DONG,18,13,4
1975-04-27,14,PETER SKELLERN,HOLD ON TO LOVE,16,14,6
1975-04-27,15,GOODIES,THE FUNKY GIBBON/SICK MAN BLUES,8,4,8
1975-04-27,16,FRANKIE VALLI AND THE FOUR SEASONS,THE NIGHT,26,16,3
1975-04-27,17,TAMMY JONES,LET ME TRY AGAIN,30,17,2
1975-04-27,18,THE CARPENTERS,ONLY YESTERDAY,28,18,3
1975-04-27,19,WIGAN'S OVATION,SKIING IN THE SNOW,12,12,8
1975-04-27,20,STEPHANIE DE SYKES,WE'LL FIND OUR DAY,29,20,3
1975-04-27,21,DISCO TEX AND THE SEX-O-LETTES,I WANNA DANCE WIT CHOO,40,21,2
1975-04-27,22,MIKE REID,THE UGLY DUCKLING,15,10,7
1975-04-27,23,TAMMY WYNETTE,STAND BY YOUR MAN,42,23,2
1975-04-27,24,KC AND THE SUNSHINE BAND,GET DOWN TONIGHT,21,21,6
1975-04-27,25,GARY GLITTER,LOVE LIKE YOU AND ME,New,25,1
1975-04-27,26,LABELLE,LADY MARMALADE,17,17,7
1975-04-27,27,DIANA ROSS,SORRY DOESN'T ALWAYS MAKE IT RIGHT,27,27,6
1975-04-27,28,BETTY WRIGHT,WHERE IS THE LOVE,32,28,3
1975-04-27,29,SHARONETTES,PAPA OOM MOW MOW,43,29,2
1975-04-27,30,SILVER CONVENTION,SAVE ME,35,30,5
1975-04-27,31,THE AVERAGE WHITE BAND,CUT THE CAKE,47,31,2
1975-04-27,32,GLADYS KNIGHT AND THE PIPS,THE WAY WE WERE,34,32,5
1975-04-27,33,GUYS AND DOLLS,THERE'S A WHOLE LOT OF LOVING,19,2,10
1975-04-27,34,PILOT,CALL ME ROUND,36,34,3
1975-04-27,35,MOMENTS AND WHATNAUTS,GIRLS,23,3,9
1975-04-27,36,KENNY,FANCY PANTS,22,4,9
1975-04-27,37,LULU,TAKE YOUR MAMMA FOR A RIDE,41,37,3
1975-04-27,38,SYLVIA,HASTA LA VISTA,48,38,2
1975-04-27,39,DUANE EDDY,PLAY ME LIKE YOU PLAY YOUR GUITAR,25,9,9
1975-04-27,40,ELTON JOHN BAND,PHILADELPHIA FREEDOM,20,12,9
1975-04-27,41,THE KIKI DEE BAND,(DON'T YOU KNOW) HOW GLAD I AM,33,33,4
1975-04-27,42,THE SHADOWS,LET ME BE THE ONE,38,12,9
1975-04-27,43,IAN HUNTER,ONCE BITTEN TWICE SHY,New,43,1
1975-04-27,44,JACKIE WILSON,I GET THE SWEETEST FEELING {1975},New,44,1
1975-04-27,45,AL GREEN,LOVE,31,24,8
1975-04-27,46,MAC AND KATIE KISSOON,DON'T DO IT BABY,New,46,1
1975-04-27,47,RUBETTES,I CAN DO IT,37,7,9
1975-04-27,48,JOHN LENNON,STAND BY ME,New,48,1
1975-04-27,49,B.T. EXPRESS,EXPRESS,45,34,6
1975-04-27,50,TAMI LYNN,I'M GONNA RUN AWAY FROM YOU {1975},New,50,1
