chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
6/1/2002,1,DANIEL BEDINGFIELD,GOTTA GET THRU THIS,2,1,6
6/1/2002,2,SOPHIE ELLIS BEXTOR,MURDER ON THE DANCEFLOOR,4,2,5
6/1/2002,3,ROBBIE WILLIAMS/NICOLE KIDMAN,SOMETHIN' STUPID,1,1,4
6/1/2002,4,BACKSTREET BOYS,DROWNING,RE,4,2
6/1/2002,5,STEREOPHONICS,HANDBAGS AND GLADRAGS,5,4,5
6/1/2002,6,SAMANTHA MUMBA,LATELY,8,6,4
6/1/2002,7,IAN VAN DAHL,WILL I,6,5,4
6/1/2002,8,KATE WINSLET,WHAT IF,9,6,6
6/1/2002,9,S CLUB 7,HAVE YOU EVER,7,1,7
6/1/2002,10,HERMES HOUSE BAND,COUNTRY ROADS,10,7,5
6/1/2002,11,PPK,RESURECTION,11,3,6
6/1/2002,12,GORDON HASKELL,HOW WONDERFUL YOU ARE,3,2,3
6/1/2002,13,ASH,THERE'S A STAR,New,13,1
6/1/2002,14,DREAMCATCHER,I DON'T WANNA LOSE MY WAY,New,14,1
6/1/2002,15,SUM 41,IN TOO DEEP,18,13,5
6/1/2002,16,STEPS,WORDS ARE NOT ENOUGH/I KNOW HIM SO WELL,13,5,5
6/1/2002,17,FEEDER,JUST A DAY EP,17,12,4
6/1/2002,18,DJ OTZI,HEY BABY,14,1,24
6/1/2002,19,RIVA FT DANNII MINOGUE,WHO DO YOU LOVE NOW (STRINGER),19,3,7
6/1/2002,20,OPM,EL CAPITAN,New,20,1
6/1/2002,21,KYLIE MINOGUE,CAN'T GET YOU OUT OF MY HEAD,16,1,16
6/1/2002,22,HEARSAY,EVERYBODY,20,4,6
6/1/2002,23,KOSHEEN,CATCH,23,15,4
6/1/2002,24,JANET JACKSON FT CARLY SIMON,SON OF A GUN (I BETCHA THINK THIS SONG),22,13,4
6/1/2002,25,MILK & SUGAR/JOHN PAUL YOUNG,LOVE IS IN THE AIR,New,25,1
6/1/2002,26,ALCAZAR,CRYING AT THE DISCOTEQUE,25,13,6
6/1/2002,27,AFROMAN,BECAUSE I GOT HIGH,15,1,12
6/1/2002,28,SHIMON & ANDY C,BODY ROCK,RE,28,3
6/1/2002,29,JENNIFER LOPEZ,I'M REAL,27,4,10
6/1/2002,30,BLUE,IF YOU COME BACK,21,1,8
6/1/2002,31,DJ OTZI,DO WAH DIDDY,24,9,8
6/1/2002,32,DESTINY'S CHILD,EMOTION,26,3,8
6/1/2002,33,TWEENIES,I BELIEVE IN CHRISTMAS,12,9,5
6/1/2002,34,PUBLIC DOMAIN,TOO MANY MC'S/LET ME CLEAR MY THROAT,New,34,1
6/1/2002,35,EMMA BUNTON,WE'RE NOT GONNA SLEEP TONIGHT,32,20,4
6/1/2002,36,WESTLIFE,QUEEN OF MY HEART,28,1,9
6/1/2002,37,LIBERTY,DOIN' IT,34,14,5
6/1/2002,38,OXIDE & NEUTRINO,RAP DIS/ONLY WANNA KNOW U COS URE,31,12,6
6/1/2002,39,IIO,RAPTURE,33,2,10
6/1/2002,40,DAVID GRAY,SAY HELLO WAVE GOODBYE,29,26,3
6/1/2002,41,ANASTACIA,PAID MY DUES,38,14,7
6/1/2002,42,BASEMENT JAXX,WHERE'S YOUR HEAD AT,37,9,6
6/1/2002,43,GERI HALLIWELL,CALLING,35,7,6
6/1/2002,44,MICHAEL JACKSON,YOU ROCK MY WORLD,53,2,13
6/1/2002,45,FAITHLESS,TARANTULA,36,29,3
6/1/2002,46,BUBBA SPARXXX,UGLY,44,7,8
6/1/2002,47,CITY HIGH,WHAT WOULD YOU DO,40,3,15
6/1/2002,48,CLIFF RICHARD,SOMEWHERE OVER THE RAINBOW/WHAT A,30,11,5
6/1/2002,49,BRITNEY SPEARS,I'M A SLAVE 4 U,48,4,12
6/1/2002,50,MARIAH CAREY FT MYSTIKAL,NEVER TOO FAR/DON'T STOP FUNKIN' 4,39,32,3
6/1/2002,51,MARY J BLIGE,FAMILY AFFAIR,47,8,15
6/1/2002,52,MICHAEL JACKSON,CRY,42,25,4
6/1/2002,53,WARP BROTHERS,BLAST THE SPEAKERS,41,40,3
6/1/2002,54,SO SOLID CREW,THEY DON'T KNOW,45,3,9
6/1/2002,55,JAMIROQUAI,YOU GIVE ME SOMETHING,50,16,7
6/1/2002,56,TJ DAVIS,WONDERFUL LIFE,46,42,3
6/1/2002,57,DREEM TEAM VS ARTFUL DODGER,IT AIN'T ENOUGH,43,20,5
6/1/2002,58,U2,WALK ON,68,5,7
6/1/2002,59,CHER,THE MUSIC'S NO GOOD WITHOUT YOU,56,8,9
6/1/2002,60,ALL STAR TRIBUTE,WHAT'S GOING ON,64,6,9
6/1/2002,61,BLU CANTRELL,HIT 'EM UP STYLE (OOPS),59,12,9
6/1/2002,62,LIGHTHOUSE FAMILY,FREE,49,6,8
6/1/2002,63,DANDY WARHOLS,BOHEMIAN LIKE YOU,55,5,12
6/1/2002,64,FIVE,CLOSER TO ME,54,4,11
6/1/2002,65,SHAGGY,DANCE & SHOUT/HOPE,51,19,7
6/1/2002,66,MIS-TEEQ,ONE NIGHT STAND,60,5,12
6/1/2002,67,VICTORIA BECKHAM,NOT SUCH AN INNOCENT GIRL,74,6,13
6/1/2002,68,PURE TONE,ADDICTED TO BASS,New,68,1
6/1/2002,69,ALICIA KEYS,FALLIN',57,3,12
6/1/2002,70,SUPERMEN LOVERS/MANI HOFFMAN,STARLIGHT,75,2,17
6/1/2002,71,ONES,FLAWLESS,70,7,13
6/1/2002,72,BOB THE BUILDER,MAMBO NO 5,52,1,18
6/1/2002,73,WYCLEF JEAN,WISH YOU WERE HERE,65,28,6
6/1/2002,74,CHESNEY HAWKES,STAY AWAY BABY JANE,New,74,1
6/1/2002,75,STARSAILOR,LULLABY,61,36,4
6/1/2002,76,M.O.P.,COLD AS ICE,83,4,12
6/1/2002,77,JA RULE FT CASE,LIVIN' IT UP,89,27,6
6/1/2002,78,BEVERLEY KNIGHT,GET UP,RE,17,6
6/1/2002,79,IAN VAN DAHL,CASTLES IN THE SKY,90,3,20
6/1/2002,80,STREETS,HAS IT COME TO THIS,95,18,9
6/1/2002,81,BARTHEZZ,ON THE MOVE,RE,18,7
6/1/2002,82,EVE FT GWEN STEFANI,LET ME BLOW YA MIND,96,4,14
6/1/2002,83,DJ PIED PIPER,DO YOU REALLY LIKE IT,RE,1,15
6/1/2002,84,SYSTEM OF A DOWN,CHOP SUEY,RE,17,5
