chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
9/1/1994,1,CHAKA DEMUS AND PLIERS FEATURING JACK RADICS AND TAXI GANG,TWIST AND SHOUT FT JACK RADICS AND TAXI GANG,1,1,5
9/1/1994,2,D:REAM,THINGS CAN ONLY GET BETTER {1994},10,2,2
9/1/1994,3,EAST 17,IT'S ALRIGHT,4,3,7
9/1/1994,4,K7,COME BABY COME,7,4,6
9/1/1994,5,CULTURE BEAT,ANYTHING,New,5,1
9/1/1994,6,DINA CARROLL,THE PERFECT YEAR,5,5,6
9/1/1994,7,"BRYAN ADAMS, ROD STEWART AND STING",ALL FOR LOVE,New,7,1
9/1/1994,8,THE BEE GEES,FOR WHOM THE BELL TOLLS,6,4,8
9/1/1994,9,MR. BLOBBY,MR. BLOBBY,3,1,7
9/1/1994,10,TAKE THAT,BABE,2,1,5
9/1/1994,11,HADDAWAY,I MISS YOU,15,11,5
9/1/1994,12,ETERNAL,SAVE OUR LOVE,New,12,1
9/1/1994,13,MEAT LOAF,I'D DO ANYTHING FOR LOVE (BUT I WON'T DO THAT),8,1,15
9/1/1994,14,PEABO BRYSON AND REGINA BELLE,A WHOLE NEW WORLD (ALADDIN'S THEME),13,12,6
9/1/1994,15,DJ DUKE,BLOW YOUR WHISTLE,22,15,2
9/1/1994,16,CE CE PENISTON,I'M IN THE MOOD,New,16,1
9/1/1994,17,THE THE,DIS-INFECTED EP,New,17,1
9/1/1994,18,SHABBA RANKS FEATURING PATRA,FAMILY AFFAIR FT PATRA,18,18,4
9/1/1994,19,MEAT LOAF,BAT OUT OF HELL {1993},9,8,12
9/1/1994,20,WET WET WET,COLD COLD HEART,23,20,2
9/1/1994,21,BITTY MCLEAN,HERE I STAND,New,21,1
9/1/1994,22,DEF LEPPARD,ACTION,New,22,1
9/1/1994,23,MARIAH CAREY,HERO,14,7,11
9/1/1994,24,E.Y.C,FEELIN' ALRIGHT,16,16,6
9/1/1994,25,BRYAN ADAMS,PLEASE FORGIVE ME,11,2,12
9/1/1994,26,TONI BRAXTON,BREATHE AGAIN,New,26,1
9/1/1994,27,M PEOPLE,DON'T LOOK ANY FURTHER,17,9,7
9/1/1994,28,PHIL COLLINS,EVERYDAY,New,28,1
9/1/1994,29,TERRORVISION,MY HOUSE,34,29,2
9/1/1994,30,ONE DOVE,WHY DON'T YOU TAKE ME,New,30,1
9/1/1994,31,PEARL JAM,DAUGHTER,19,18,3
9/1/1994,32,CYNDI LAUPER,WHO LET IN THE RAIN,52,32,2
9/1/1994,33,JANET JACKSON,AGAIN,12,6,9
9/1/1994,34,TAG TEAM,WHOOMP! (THERE IT IS),39,34,2
9/1/1994,35,THE MISSION,TOWER OF STRENGTH {1994},33,33,2
9/1/1994,36,ALISON LIMERICK,TIME OF OUR LIVES,38,36,2
9/1/1994,37,DARYL HALL,STOP LOVING ME STOP LOVING YOU,45,37,2
9/1/1994,38,FRANKIE GOES TO HOLLYWOOD,THE POWER OF LOVE {1993},20,1,23
9/1/1994,39,LISA B,YOU AND ME,50,39,2
9/1/1994,40,TASMIN ARCHER,SHIPBUILDING,46,40,2
9/1/1994,41,CHER WITH BEAVIS AND BUTT-HEAD,I GOT YOU BABE,New,41,1
9/1/1994,42,DIANA ROSS,YOUR LOVE,29,14,6
