chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
2019-05-10,1,STORMZY,VOSSI BOP,1,1,2
2019-05-10,2,LIL NAS X,OLD TOWN ROAD,2,1,7
2019-05-10,3,LEWIS CAPALDI,SOMEONE YOU LOVED,4,1,19
2019-05-10,4,LEWIS CAPALDI,HOLD ME WHILE YOU WAIT,New,4,1
2019-05-10,5,BILLIE EILISH,BAD GUY,6,2,6
2019-05-10,6,MEDUZA FT GOODBOYS,PIECE OF YOUR HEART,5,2,8
2019-05-10,7,TAYLOR SWIFT FT BRENDON URIE,ME,3,3,2
2019-05-10,8,AVICII FT ALOE BLACC,SOS,7,6,4
2019-05-10,9,SHAWN MENDES,IF I CAN'T HAVE YOU,New,9,1
2019-05-10,10,TOM WALKER,JUST YOU AND I,8,3,17
2019-05-10,11,RUSS & TION WAYNE,KEISHA & BECKY,9,7,7
2019-05-10,12,DAVE FT BURNA BOY,LOCATION,10,6,9
2019-05-10,13,JAX JONES/MARTIN SOLVEIG/BEER,ALL DAY AND NIGHT,12,12,6
2019-05-10,14,MARSHMELLO FT CHVRCHES,HERE WITH ME,11,9,9
2019-05-10,15,LOGIC FT EMINEM,HOMICIDE,New,15,1
2019-05-10,16,JONAS BROTHERS,SUCKER,13,4,10
2019-05-10,17,WILEY/STEFFLON DON/SEAN PAUL,BOASTY,15,11,12
2019-05-10,18,HARDY CAPRIO & DIGDAT,GUTEN TAG,New,18,1
2019-05-10,19,AVA MAX,SO AM I,17,13,9
2019-05-10,20,KHALID,TALK,14,9,13
2019-05-10,21,PINK,WALK ME HOME,16,8,11
2019-05-10,22,JONAS BLUE FT THERESA REX,WHAT I LIKE ABOUT YOU,22,22,7
2019-05-10,23,STEEL BANGLEZ/TRACEY/MOSTACK,FASHION WEEK,19,7,7
2019-05-10,24,LIL DICKY,EARTH,21,21,3
2019-05-10,25,LEWIS CAPALDI,GRACE,28,21,26
2019-05-10,26,CALVIN HARRIS & RAG'N'BONE MAN,GIANT,24,2,17
2019-05-10,27,DIGGA D,NO DIET,20,20,3
2019-05-10,28,JAY1,YOUR MRS,23,18,6
2019-05-10,29,SIGRID,DON'T FEEL LIKE CRYING,25,13,13
