chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
1997-05-18,1,OLIVE,YOU'RE NOT ALONE,1,1,2
1997-05-18,2,SARAH BRIGHTMAN/ANDREA BOCELLI,TIME TO SAY GOODBYE (CON TE PARTIRO),New,2,1
1997-05-18,3,KATRINA AND THE WAVES,LOVE SHINE A LIGHT,13,3,3
1997-05-18,4,NO MERCY,PLEASE DON'T GO,New,4,1
1997-05-18,5,CARDIGANS,LOVEFOOL,2,2,4
1997-05-18,6,DAMAGE,WONDERFUL TONIGHT,3,3,2
1997-05-18,7,SHOLA AMA,YOU MIGHT NEED SOMEBODY,4,4,6
1997-05-18,8,R KELLY,I BELIEVE I CAN FLY,5,1,9
1997-05-18,9,TONI BRAXTON,I DON'T WANT TO,New,9,1
1997-05-18,10,DJ QUICKSILVER,BELLISSIMA,10,4,8
1997-05-18,11,REMBRANDTS,I'LL BE THERE FOR YOU,RE,3,14
1997-05-18,12,NORTH AND SOUTH,I'M A MAN NOT A BOY,7,7,2
1997-05-18,13,ELVIS PRESLEY,ALWAYS ON MY MIND,RE,9,14
1997-05-18,14,PLACEBO,BRUISE PRISTINE,New,14,1
1997-05-18,15,AALIYAH,IF YOUR GIRL ONLY KNEW/ONE IN A MILLION,New,15,1
1997-05-18,16,GINUWINE,TELL ME DO U WANNA,New,16,1
1997-05-18,17,911,BODYSHAKIN',16,3,4
1997-05-18,18,BLACKSTREET,DON'T LEAVE ME,17,6,5
1997-05-18,19,GARY BARLOW,LOVE WONT WAIT,6,1,3
1997-05-18,20,ORB,ASYLUM,New,20,1
1997-05-18,21,DURAN DURAN,OUT OF MY MIND,New,21,1
1997-05-18,22,SEAHORSES,LOVE IS THE LAW,11,3,3
1997-05-18,23,HAL FEAT GILLIAN ANDERSON,EXTREMIS,New,23,1
1997-05-18,24,SUGGS & CO. FT CHELSEA TEAM,BLUE DAY,26,24,2
1997-05-18,25,EELS,SUSAN'S HOUSE,9,9,2
1997-05-18,26,SUPER FURRY ANIMALS,HERMANN LOVES PAULINE,New,26,1
1997-05-18,27,MONICA,FOR YOU I WILL,New,27,1
1997-05-18,28,MAXWELL,ASCENSION DON'T EVER WONDER,New,28,1
1997-05-18,29,BROWNSTONE,5 MILES TO EMPTY,12,12,2
1997-05-18,30,BECK,SISSYNECK,New,30,1
1997-05-18,31,MARY J BLIGE,LOVE IS ALL WE NEED,15,15,2
1997-05-18,32,GEORGE MICHAEL,STAR PEOPLE '97,14,2,3
1997-05-18,33,JAMIROQUAI,ALRIGHT,18,6,3
1997-05-18,34,REPUBLICA,DROP DEAD GORGEOUS,22,7,4
1997-05-18,35,SANDY B,MAKE THE WORLD GO ROUND,New,35,1
1997-05-18,36,MICHAEL JACKSON,BLOOD ON THE DANCE FLOOR,21,1,4
1997-05-18,37,RED 5,I LOVE YOU...STOP!,25,11,3
1997-05-18,38,PRIMAL SCREAM,KOWALSKI,8,8,2
1997-05-18,39,DELIRIOUS?,DEEPER,20,20,2
