chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
1966-03-17,1,WALKER BROTHERS,THE SUN AIN'T GONNA SHINE ANYMORE,10,1,3
1966-03-17,2,THE HOLLIES,I CAN'T LET GO,7,2,4
1966-03-17,3,THE SMALL FACES,SHA LA LA LA LEE,6,3,6
1966-03-17,4,MINDBENDERS,GROOVY KIND OF LOVE,2,2,10
1966-03-17,5,THE BEACH BOYS,BARBARA ANN,3,3,5
1966-03-17,6,YARDBIRDS,SHAPES OF THINGS,17,6,3
1966-03-17,7,GENE PITNEY,BACKSTAGE,4,4,5
1966-03-17,8,THE KINKS,DEDICATED FOLLOWER OF FASHION,20,8,3
1966-03-17,9,NANCY SINATRA,THESE BOOTS ARE MADE FOR WALKIN',1,1,8
1966-03-17,10,EDDY ARNOLD,MAKE THE WORLD GO AWAY,16,10,5
1966-03-17,11,LOU CHRISTIE,LIGHTNING STRIKES,14,11,4
1966-03-17,12,THE ROLLING STONES,NINETEENTH NERVOUS BREAKDOWN,8,2,6
1966-03-17,13,HERB ALPERT AND THE TIJUANA BRASS,SPANISH FLEA,5,3,15
1966-03-17,14,PETULA CLARK,MY LOVE,9,4,6
1966-03-17,15,SONNY AND CHER,WHAT NOW MY LOVE,19,15,5
1966-03-17,16,FORTUNES,THIS GOLDEN RING,15,15,7
1966-03-17,17,THE ANIMALS,INSIDE - LOOKING OUT,12,12,5
1966-03-17,18,THE WHO,SUBSTITUTE,33,18,2
1966-03-17,19,ANDY WILLIAMS,MAY EACH DAY,36,19,4
1966-03-17,20,CRISPIAN ST. PETERS,YOU WERE ON MY MIND,13,2,11
1966-03-17,21,BOB LIND,ELUSIVE BUTTERFLY,48,21,2
1966-03-17,22,BARBRA STREISAND,SECOND HAND ROSE,21,14,9
1966-03-17,23,"DAVE DEE, DOZY, BEAKY, MICK AND TICH",HOLD TIGHT!,31,23,3
1966-03-17,24,STEVIE WONDER,UPTIGHT (EVERYTHING'S ALRIGHT),18,14,7
1966-03-17,25,SANDIE SHAW,TOMORROW,11,9,8
1966-03-17,26,ELVIS PRESLEY,BLUE RIVER,22,22,4
1966-03-17,27,GARY WALKER,YOU DON'T LOVE ME,26,26,4
1966-03-17,28,PETER AND GORDON,WOMAN,29,28,4
1966-03-17,29,JAMES BROWN,I GOT YOU,39,29,4
1966-03-17,30,KENNETH MCKELLAR,A MAN WITHOUT LOVE,43,30,2
1966-03-17,31,PINKERTON'S ASSORTED COLOURS,"MIRROR, MIRROR",23,9,10
1966-03-17,32,VINCE HILL,HEARTACHES,New,32,1
1966-03-17,33,CILLA BLACK,LOVE'S JUST A BROKEN HEART,24,5,10
1966-03-17,34,LEE DORSEY,"GET OUT OF MY LIFE, WOMAN",27,22,7
1966-03-17,35,VAL DOONICAN,ELUSIVE BUTTERFLY,New,35,1
1966-03-17,36,ST. LOUIS UNION,GIRL,25,11,10
1966-03-17,37,DUSTY SPRINGFIELD,LITTLE BY LITTLE,28,17,8
1966-03-17,38,THE SHADOWS,I MET A GIRL,New,38,1
1966-03-17,39,THE BACHELORS,SOUND OF SILENCE,New,39,1
1966-03-17,40,P J PROBY,YOU'VE COME BACK,30,25,6
1966-03-17,41,FOUR PENNIES,TROUBLE IS MY MIDDLE NAME,34,32,5
1966-03-17,42,WILSON PICKETT,634-5789,46,42,2
1966-03-17,43,MITCH RYDER AND THE DETROIT WHEELS,JENNY TAKE A RIDE!,35,33,5
1966-03-17,44,OVERLANDERS,MICHELLE,32,1,10
1966-03-17,45,THE STATLER BROTHERS,FLOWERS ON THE WALL,42,38,4
1966-03-17,46,THE MIRACLES,GOING TO A GO-GO,44,44,4
1966-03-17,47,THREE GOOD REASONS,NOWHERE MAN,49,47,2
1966-03-17,48,VINCE HILL,TAKE ME TO YOUR HEART AGAIN,40,13,11
1966-03-17,49,UNIT FOUR PLUS TWO,BABY NEVER SAY GOODBYE,New,49,1
1966-03-17,50,LEN BARRY,LIKE A BABY,37,10,10
