chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
2014-12-07,1,ED SHEERAN,THINKING OUT LOUD,4,1,24
2014-12-07,2,UNION J,YOU GOT IT ALL,New,2,1
2014-12-07,3,TAKE THAT,THESE DAYS,1,1,2
2014-12-07,4,TAYLOR SWIFT,BLANK SPACE,8,4,5
2014-12-07,5,OLLY MURS FT TRAVIE MCCOY,WRAPPED UP,3,3,3
2014-12-07,6,CLEAN BANDIT FT JESS GLYNNE,REAL LOVE,5,2,3
2014-12-07,7,BLONDE FT MELISSA STEEL,I LOVED YOU,New,7,1
2014-12-07,8,ONE DIRECTION,STEAL MY GIRL,6,3,8
2014-12-07,9,DAVID GUETTA FT SAM MARTIN,DANGEROUS,9,5,3
2014-12-07,10,CALVIN HARRIS/ELLIE GOULDING,OUTSIDE,11,6,5
2014-12-07,11,MEGHAN TRAINOR,ALL ABOUT THAT BASS,10,1,14
2014-12-07,12,BAND AID 30,DO THEY KNOW IT'S CHRISTMAS,2,1,3
2014-12-07,13,SAM SMITH,LIKE I CAN,13,9,4
2014-12-07,14,JAMES NEWTON HOWARD/LAWRENCE,THE HANGING TREE,14,14,2
2014-12-07,15,LABRINTH,JEALOUS,7,7,2
2014-12-07,16,ELLA HENDERSON,YOURS,77,16,4
2014-12-07,17,MARIAH CAREY,ALL I WANT FOR CHRISTMAS IS YOU,52,2,63
2014-12-07,18,POGUES FT KIRSTY MACCOLL,FAIRYTALE OF NEW YORK,67,2,71
2014-12-07,19,ONE DIRECTION,NIGHT CHANGES,21,19,4
2014-12-07,20,WRETCH 32,6 WORDS,15,8,3
2014-12-07,21,SIA,CHANDELIER,40,6,23
2014-12-07,22,SAM SMITH,I'M NOT THE ONLY ONE,17,3,19
2014-12-07,23,TOM ODELL,REAL LOVE,19,7,5
2014-12-07,24,GEORGE EZRA,BLAME IT ON ME,27,6,17
2014-12-07,25,JESSIE J/GRANDE/MINAJ,BANG BANG,16,1,11
2014-12-07,26,IDINA MENZEL,LET IT GO,25,11,52
2014-12-07,27,HOZIER,TAKE ME TO CHURCH,32,25,16
2014-12-07,28,SAM SMITH,STAY WITH ME,29,1,29
2014-12-07,29,GEORGE EZRA,BUDAPEST,37,3,28
2014-12-07,30,ED SHEERAN,DON'T,28,8,24
2014-12-07,31,CALVIN HARRIS FT JOHN NEWMAN,BLAME,20,1,13
2014-12-07,32,TAYLOR SWIFT,SHAKE IT OFF,26,2,16
2014-12-07,33,JAMES BAY,HOLD BACK THE RIVER,18,18,2
2014-12-07,34,JOHN LEGEND,ALL OF ME,31,2,44
2014-12-07,35,MAROON 5,ANIMALS,35,27,11
2014-12-07,36,YEARS & YEARS,DESIRE,22,22,2
2014-12-07,37,CHERYL,I DON'T CARE,23,1,5
2014-12-07,38,ED SHEERAN,MAKE IT RAIN,New,38,1
2014-12-07,39,WHAM,LAST CHRISTMAS,86,14,34
2014-12-07,40,BEYONCE,7/11,36,36,2
2014-12-07,41,JEREMIH FT YG,DON'T TELL 'EM,38,5,9
2014-12-07,42,NICO & VINZ,AM I WRONG,33,1,23
2014-12-07,43,ELLA HENDERSON,GHOST,49,1,26
2014-12-07,44,ED SHEERAN,SING,44,1,27
2014-12-07,45,SIGMA FT PALOMA FAITH,CHANGING,42,1,12
2014-12-07,46,GEORGE EZRA,LISTEN TO THE MAN,62,46,4
2014-12-07,47,SCRIPT,SUPERHEROES,39,3,14
2014-12-07,48,LILLY WOOD & ROBIN SCHULZ,PRAYER IN C,45,1,15
2014-12-07,49,MAGIC,RUDE,41,1,22
2014-12-07,50,MR PROBZ,WAVES,43,1,33
2014-12-07,51,ARIANA GRANDE FT THE WEEKND,LOVE ME HARDER,50,50,5
2014-12-07,52,WIZZARD,I WISH IT COULD BE CHRISTMAS EVERYDAY,RE,16,32
2014-12-07,53,SHAKIN' STEVENS,MERRY CHRISTMAS EVERYONE,RE,1,44
2014-12-07,54,RIXTON,WAIT ON ME,34,12,3
2014-12-07,55,DAVID GUETTA FT EMELI SANDE,WHAT I DID FOR LOVE,24,24,2
2014-12-07,56,KIESZA,NO ENEMIESZ,30,30,2
2014-12-07,57,GRL,UGLY HEART,46,11,14
2014-12-07,58,CLEAN BANDIT FT JESS GLYNNE,RATHER BE,60,1,46
2014-12-07,59,BAND AID,DO THEY KNOW IT'S CHRISTMAS,88,1,54
2014-12-07,60,ARIANA GRANDE FT ZEDD,BREAK FREE,55,16,15
2014-12-07,61,IGGY AZALEA FT RITA ORA,BLACK WIDOW,53,4,18
2014-12-07,62,MCBUSTED,AIR GUITAR,12,12,2
2014-12-07,63,PHARRELL WILLIAMS,HAPPY,58,1,54
2014-12-07,64,WANKELMUT & EMMA LOUISE,MY HEAD IS A JUNGLE,63,5,16
2014-12-07,65,ED SHEERAN,I SEE FIRE,66,13,47
2014-12-07,66,FUSE ODG FT ANGEL,TINA,48,9,7
2014-12-07,67,CHRIS REA,DRIVING HOME FOR CHRISTMAS,RE,33,34
2014-12-07,68,SLADE,MERRY XMAS EVERYBODY,RE,1,75
2014-12-07,69,BRENDA LEE,ROCKIN' AROUND THE CHRISTMAS TREE,RE,6,25
2014-12-07,70,VERONICAS,YOU RUIN ME,47,8,4
2014-12-07,71,PARRA FOR CUVA FT ANNA NAKLAB,WICKED GAMES,51,6,6
2014-12-07,72,MAROON 5,MAPS,64,2,15
2014-12-07,73,VANCE JOY,RIPTIDE,78,10,51
2014-12-07,74,WAZE & ODYSSEY VS R KELLY,BUMP & GRIND 2014,59,3,7
2014-12-07,75,NICKI MINAJ,ANACONDA,57,3,9
2014-12-07,76,DAVID GUETTA FT SAM MARTIN,LOVERS ON THE SUN,68,1,16
2014-12-07,77,SCRIPT,NO GOOD IN GOODBYE,61,26,5
2014-12-07,78,KID INK FT USHER & TINASHE,BODY LANGUAGE,72,46,6
2014-12-07,79,MICHAEL BUBLE,IT'S BEGINNING TO LOOK A LOT LIKE,RE,77,7
2014-12-07,80,ONEREPUBLIC,I LIVED,56,29,6
2014-12-07,81,KIESZA,HIDEAWAY,82,1,34
2014-12-07,82,CHARLI XCX,BOOM CLAP,73,6,20
2014-12-07,83,OLIVER HELDENS & BECKY HILL,GECKO (OVERDRIVE),76,1,24
2014-12-07,84,COLDPLAY,A SKY FULL OF STARS,84,9,29
2014-12-07,85,SECONDCITY FT ALI LOVE,WHAT CAN I DO,New,85,1
2014-12-07,86,ANDY WILLIAMS,IT'S THE MOST WONDERFUL TIME OF THE YEAR,RE,21,12
2014-12-07,87,SAM SMITH,MONEY ON MY MIND,87,1,42
2014-12-07,88,ARIANA GRANDE FT IGGY AZALEA,PROBLEM,83,1,23
2014-12-07,89,KENDRICK LAMAR,I,74,20,4
2014-12-07,90,NICO & VINZ,IN YOUR ARMS,New,90,1
2014-12-07,91,VAMPS,OH CECILIA (BREAKING MY HEART),75,9,10
2014-12-07,92,KRISTEN BELL/AGATHA LEE MONN,DO YOU WANT TO BUILD A SNOWMAN,90,26,37
2014-12-07,93,BEYONCE FT JAY-Z,DRUNK IN LOVE,70,9,30
2014-12-07,94,OLLY MURS FT DEMI LOVATO,UP,New,94,1
2014-12-07,95,EAST 17,STAY ANOTHER DAY,RE,1,35
2014-12-07,96,PALOMA FAITH,ONLY LOVE CAN HURT LIKE THIS,RE,6,32
2014-12-07,97,ELTON JOHN,STEP INTO CHRISTMAS,RE,24,16
2014-12-07,98,ALT-J,LEFT HAND FREE,RE,91,2
2014-12-07,99,CALVIN HARRIS,SUMMER,85,1,32
2014-12-07,100,ELLA HENDERSON,GLOW,RE,7,7
