chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
2003-12-07,1,WILL YOUNG,LEAVE RIGHT NOW,1,1,2
2003-12-07,2,BLACK EYED PEAS,SHUT UP,RE,2,3
2003-12-07,3,SHANE RICHIE,I'M YOUR MAN,2,2,2
2003-12-07,4,GARETH GATES,SAY IT ISN'T SO,New,4,1
2003-12-07,5,WESTLIFE,MANDY,3,1,3
2003-12-07,6,GIRLS ALOUD,JUMP,4,2,3
2003-12-07,7,SIMPLY RED,YOU MAKE ME FEEL BRAND NEW,New,7,1
2003-12-07,8,DIDO,LIFE FOR RENT,New,8,1
2003-12-07,9,D-SIDE,REAL WORLD,New,9,1
2003-12-07,10,KATIE MELUA,THE CLOSEST THING TO CRAZY,New,10,1
2003-12-07,11,KEVIN LYTTLE,TURN ME ON,7,2,8
2003-12-07,12,BUSTED,CRASHED THE WEDDING,8,1,4
2003-12-07,13,OUTKAST,HEY YA,10,6,4
2003-12-07,14,JA RULE,CLAP BACK/REIGNS,9,9,2
2003-12-07,15,ALEX PARKS,MAYBE THAT'S WHAT IT TAKES,6,3,3
2003-12-07,16,FATMAN SCOOP/CROOKLYN CLAN,BE FAITHFUL,14,1,7
2003-12-07,17,MUSE,HYSTERIA,New,17,1
2003-12-07,18,DELTA GOODREM,NOT ME NOT I,New,18,1
2003-12-07,19,LEMAR,50:50/LULLABY,12,5,3
2003-12-07,20,BRITNEY SPEARS FT MADONNA,ME AGAINST THE MUSIC,11,2,4
2003-12-07,21,MICHAEL JACKSON,ONE MORE CHANCE,5,5,2
2003-12-07,22,DANIEL O'DONNELL,YOU RAISE ME UP,New,22,1
2003-12-07,23,BLAZIN' SQUAD,FLIP REVERSE,19,2,5
2003-12-07,24,BLU CANTRELL,MAKE ME WANNA SCREAM,New,24,1
2003-12-07,25,JAMELIA,SUPERSTAR,22,3,12
2003-12-07,26,KYLIE MINOGUE,SLOW,17,1,5
2003-12-07,27,LIMP BIZKIT,BEHIND BLUE EYES,18,18,2
2003-12-07,28,UB40/UNITED COLOURS OF SOUND,SWING LOW,36,23,6
2003-12-07,29,ENRIQUE IGLESIAS,ADDICTED,16,11,3
2003-12-07,30,IRON MAIDEN,RAINMAKER,13,13,2
2003-12-07,31,PINK,TROUBLE,25,7,6
2003-12-07,32,NO DOUBT,IT'S MY LIFE,20,20,2
2003-12-07,33,DARKNESS,I BELIEVE IN A THING CALLED LOVE,27,2,11
2003-12-07,34,MISSY ELLIOTT,PASS THAT DUTCH,24,10,4
2003-12-07,35,BLINK 182,FEELING THIS,15,15,2
2003-12-07,36,NELLY,IZ U,New,36,1
2003-12-07,37,MIS-TEEQ,STYLE,26,13,3
2003-12-07,38,MEAT LOAF,MAN OF STEEL,21,21,2
2003-12-07,39,BLUE,GUILTY,35,2,7
2003-12-07,40,ATOMIC KITTEN,IF YOU COME TO ME,31,3,6
2003-12-07,41,RED HOT CHILI PEPPERS,FORTUNE FADED,32,11,4
2003-12-07,42,SUGABABES,HOLE IN THE HEAD,39,1,8
2003-12-07,43,ANGEL CITY FT LARA MCALLEN,LOVE ME RIGHT (OH SHEILA),37,11,6
2003-12-07,44,BLACK EYED PEAS,WHERE IS THE LOVE,29,1,16
2003-12-07,45,LUDACRIS,STAND UP,33,14,4
2003-12-07,46,DIZZEE RASCAL,JUS' A RASCAL,30,30,2
2003-12-07,47,BEAUTIFUL SOUTH,LET GO WITH THE FLOW,New,47,1
2003-12-07,48,EMMA,MAYBE,42,6,8
2003-12-07,49,PET SHOP BOYS,MIRACLES,28,10,3
2003-12-07,50,CORAL,BILL MCCAI,23,23,2
2003-12-07,51,RAPTURE,SISTER SAVIOUR,New,51,1
2003-12-07,52,JAVINE,SURRENDER (YOUR LOVE),41,15,4
2003-12-07,53,ROBBIE WILLIAMS,SEXED UP,43,10,5
2003-12-07,54,ROOM 5 FT OLIVER CHEATHAM,MUSIC & YOU,38,38,2
2003-12-07,55,PUDDLE OF MUDD,AWAY FROM ME,New,55,1
2003-12-07,56,SHANIA TWAIN,WHEN YOU KISS ME/UP,46,21,3
2003-12-07,57,KELLY CLARKSON,LOW/THE TROUBLE WITH LOVE IS,48,35,3
2003-12-07,58,BEYONCE FT SEAN PAUL,BABY BOY,47,2,9
2003-12-07,59,STACIE ORRICO,THERE'S GOTTA BE MORE TO LIFE,50,12,7
2003-12-07,60,MARY J BLIGE FT EVE,NOT TODAY,40,40,2
2003-12-07,61,RADIOHEAD,2 + 2 = 5,44,15,3
2003-12-07,62,DIRT DEVILS,MUSIC IS LIFE,53,53,2
2003-12-07,63,OBIE TRICE,GOT SOME TEETH,59,8,7
2003-12-07,64,HOLLY VALANCE,STATE OF MIND,51,8,6
2003-12-07,65,STEREOPHONICS,SINCE I TOLD YOU IT'S OVER,49,16,4
2003-12-07,66,50 CENT,P.I.M.P.,58,5,8
2003-12-07,67,RONAN KEATING,LOST FOR WORDS,54,9,4
2003-12-07,68,EVAN DANDO,IT LOOKS LIKE YOU,New,68,1
2003-12-07,69,BASEMENT JAXX FT DIZZEE RASCAL,LUCKY STAR,62,23,4
2003-12-07,70,WHITE STRIPES,THE HARDEST BUTTON TO BUTTON,55,23,3
2003-12-07,71,GARETH GATES,SUNSHINE,80,3,13
2003-12-07,72,WAYNE WONDER,BOUNCE ALONG,72,19,6
2003-12-07,73,MARK RONSON,OOH WEE,74,15,7
2003-12-07,74,S CLUB 8,SUNDOWN,65,4,10
2003-12-07,75,HILARY DUFF,SO YESTERDAY,56,9,7
2003-12-07,76,THRILLS,DON'T STEAL OUR SUN,45,45,2
2003-12-07,77,LOST TRIBE,GAMEMASTER,61,61,2
2003-12-07,78,STUDIO B/ROMEO & HARRY BROOKS,I SEE GIRLS (CRAZY),52,52,2
2003-12-07,79,ULTRABEAT,PRETTY GREEN EYES,90,2,16
2003-12-07,80,BENNY BENASSI PTS THE BIZ,SATISFACTION,RE,2,13
