chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
1963-01-31,1,JET HARRIS AND TONY MEEHAN,DIAMONDS,4,1,4
1963-01-31,2,CLIFF RICHARD,THE NEXT TIME/BACHELOR BOY,2,1,9
1963-01-31,3,MAUREEN EVANS,LIKE I DO,3,3,10
1963-01-31,4,THE SHADOWS,DANCE ON!,1,1,8
1963-01-31,5,TORNADOS,GLOBETROTTER,5,5,4
1963-01-31,6,MIKE BERRY AND THE OUTLAWS,DON'T YOU THINK IT'S TIME,8,6,5
1963-01-31,7,DEL SHANNON,LITTLE TOWN FLIRT,14,7,3
1963-01-31,8,ELVIS PRESLEY,RETURN TO SENDER,6,1,10
1963-01-31,9,FRANK IFIELD,WAYWARD WIND,29,9,2
1963-01-31,10,CHRIS MONTEZ,SOME KINDA FUN,16,10,3
1963-01-31,11,MARK WYNTER,GO AWAY LITTLE GIRL,7,6,8
1963-01-31,12,KENNY LYNCH,UP ON THE ROOF,10,10,9
1963-01-31,13,THE FOUR SEASONS,BIG GIRLS DON'T CRY,18,13,3
1963-01-31,14,SPRINGFIELDS,ISLAND OF DREAMS,12,12,8
1963-01-31,15,BRENDA LEE,ALL ALONE AM I,17,15,3
1963-01-31,16,THE BEATLES,PLEASE PLEASE ME,33,16,3
1963-01-31,17,DUANE EDDY,DANCE WITH THE GUITAR MAN,9,4,13
1963-01-31,18,MEL TORME,COMING HOME BABY,13,13,5
1963-01-31,19,KENNY BALL AND HIS JAZZMEN,SUKIYAKI,22,19,3
1963-01-31,20,FRANK IFIELD,LOVESICK BLUES,11,1,15
1963-01-31,21,MR. ACKER BILK,A TASTE OF HONEY,32,21,2
1963-01-31,22,CHUCKS,LOO-BE-LOO,40,22,2
1963-01-31,23,CRICKETS,MY LITTLE GIRL,38,23,2
1963-01-31,24,RICK NELSON,IT'S UP TO YOU,28,24,3
1963-01-31,25,ROLF HARRIS,SUN ARISE,15,3,15
1963-01-31,26,THE BACHELORS,CHARMAINE,34,26,2
1963-01-31,27,SUSAN MAUGHAN,BOBBY'S GIRL,19,3,17
1963-01-31,28,CRYSTALS,HE'S A REBEL,23,19,11
1963-01-31,29,FRANKIE VAUGHAN,LOOP-DE-LOOP,48,29,2
1963-01-31,30,TORNADOS,TELSTAR,20,1,23
1963-01-31,31,MARTY ROBBINS,RUBY ANN,24,24,3
1963-01-31,32,DAVID THORNE,THE ALLEY CAT SONG,43,32,2
1963-01-31,33,MIKE SARNE,JUST FOR KICKS,25,22,4
1963-01-31,34,JOE BROWN,IT ONLY TOOK A MINUTE,21,6,12
1963-01-31,35,TIJUANA BRASS,THE LONELY BULL (EL SOLO TORRO),27,22,5
1963-01-31,36,THE BEATLES,LOVE ME DO,37,17,17
1963-01-31,37,STAN GETZ AND CHARLIE BYRD,DESAFINADO,31,11,13
1963-01-31,38,RAY CHARLES,YOUR CHEATING HEART,30,13,8
1963-01-31,39,ROOFTOP SINGERS,WALK RIGHT IN,New,39,1
1963-01-31,40,ADAM FAITH,WHAT NOW,New,40,1
1963-01-31,41,CHRIS MONTEZ,LET'S DANCE,26,2,18
1963-01-31,42,VERNONS GIRLS,FUNNY ALL OVER,36,31,5
1963-01-31,43,ROUTERS,LET'S GO,46,32,6
1963-01-31,44,JOHNNY TILLOTSON,I CAN'T HELP IT,47,42,4
1963-01-31,45,SPOTNICKS,HAVA NAGILA,New,45,1
1963-01-31,46,LITTLE EVA,KEEP YOUR HANDS OFF MY BABY,49,30,5
1963-01-31,47,BOBBY VEE,A FOREVER KIND OF LOVE,42,13,19
1963-01-31,48,EYDIE GORME,BLAME IT ON THE BOSSA NOVA,New,48,1
1963-01-31,49,BOB B SOXX AND THE BLUE JEANS,ZIP-A-DEE-DOO-DAH,New,49,1
1963-01-31,50,DEL SHANNON,SWISS MAID,35,2,17
