chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
2/8/2019,1,SHAWN MENDES/CAMILA CABELLO,SENORITA,1,1,6
2/8/2019,2,ED SHEERAN FT KHALID,BEAUTIFUL PEOPLE,2,1,5
2/8/2019,3,ED SHEERAN & JUSTIN BIEBER,I DON'T CARE,3,1,11
2/8/2019,4,AJ TRACEY,LADBROKE GROVE,7,4,22
2/8/2019,5,BILLIE EILISH,BAD GUY,5,2,18
2/8/2019,6,LEWIS CAPALDI,HOLD ME WHILE YOU WAIT,6,4,13
2/8/2019,7,ED SHEERAN/CHANCE/PNB ROCK,CROSS ME,4,4,10
2/8/2019,8,DOMINIC FIKE,3 NIGHTS,14,8,13
2/8/2019,9,MIST FT FREDO,SO HIGH,8,7,4
2/8/2019,10,KYGO & WHITNEY HOUSTON,HIGHER LOVE,15,10,5
2/8/2019,11,SAM SMITH,HOW DO YOU SLEEP,12,11,2
2/8/2019,12,SIGALA & BECKY HILL,WISH YOU WELL,9,8,10
2/8/2019,13,LIL NAS X,OLD TOWN ROAD,10,1,19
2/8/2019,14,DAVE FT BURNA BOY,LOCATION,16,6,21
2/8/2019,15,MABEL,MAD LOVE,11,8,8
2/8/2019,16,POST MALONE/YOUNG THUG,GOODBYES,17,5,4
2/8/2019,17,CHRIS BROWN FT DRAKE,NO GUIDANCE,26,6,8
2/8/2019,18,FREYA RIDINGS,CASTLES,18,18,7
2/8/2019,19,STORMZY,CROWN,13,4,6
2/8/2019,20,YOUNG T & BUGSEY FT AITCH,STRIKE A POSE,20,19,8
2/8/2019,21,JOEL CORRY,SORRY,38,21,4
2/8/2019,22,LEWIS CAPALDI,SOMEONE YOU LOVED,19,1,31
2/8/2019,23,LIL TECCA,RANSOM,40,23,7
2/8/2019,24,KATY PERRY,NEVER REALLY OVER,21,12,9
2/8/2019,25,AVICII FT ALOE BLACC,SOS,22,6,16
2/8/2019,26,TIESTO/JONAS BLUE/RITA ORA,RITUAL,28,26,9
2/8/2019,27,STORMZY,VOSSI BOP,23,1,14
2/8/2019,28,TAYLOR SWIFT,YOU NEED TO CALM DOWN,24,5,7
2/8/2019,29,LIL NAS X,PANINI,29,25,6
2/8/2019,30,MARK RONSON FT CAMILA CABELLO,FIND U AGAIN,27,27,9
2/8/2019,31,D-BLOCK EUROPE,HOME P*SSY,25,20,4
2/8/2019,32,DRAKE FT RICK ROSS,MONEY IN THE GRAVE,31,13,7
2/8/2019,33,ELLIE GOULDING & JUICE WRLD,HATE ME,36,33,5
2/8/2019,34,LIZZO,TRUTH HURTS,39,34,14
2/8/2019,35,JAY1,MOCKING IT,34,19,6
2/8/2019,36,JESS GLYNNE & JAX JONES,ONE TOUCH,35,19,10
2/8/2019,37,KREPT/KONAN/HEADIE ONE/K-TRAP,I SPY,32,18,3
2/8/2019,38,MARTIN GARRIX/MACKLEMORE/STUMP,SUMMER DAYS,33,26,13
2/8/2019,39,LITTLE MIX,BOUNCE BACK,41,10,7
2/8/2019,40,MEDUZA FT GOODBOYS,PIECE OF YOUR HEART,37,2,20
2/8/2019,41,DERMOT KENNEDY,OUTNUMBERED,47,41,7
2/8/2019,42,RICK ROSS FT DRAKE,GOLD ROSES,New,42,1
2/8/2019,43,TAYLOR SWIFT,THE ARCHER,100,43,2
2/8/2019,44,GEORGE EZRA,SHOTGUN,45,1,71
2/8/2019,45,JAX JONES & BEBE REXHA,HARDER,64,45,3
2/8/2019,46,BEYONCE/SAINT JHN/WIZKID,BROWN SKIN GIRL,42,42,2
2/8/2019,47,ALI GATIE,IT'S YOU,49,47,6
2/8/2019,48,CALVIN HARRIS & RAG'N'BONE MAN,GIANT,46,2,29
2/8/2019,49,LIAM GALLAGHER,ONCE,New,49,1
2/8/2019,50,Y2K & BBNOS,LALALA,66,50,5
2/8/2019,51,LADY GAGA & BRADLEY COOPER,SHALLOW,54,1,44
2/8/2019,52,MILEY CYRUS,MOTHER'S DAUGHTER,44,29,9
2/8/2019,53,PLUG/D BLOCK EUROPE/OFFSET,RICH,53,53,4
2/8/2019,54,REMEDEE FT NOT3S & YOUNG ADZ,LOVE OF MY LIFE,48,37,3
2/8/2019,55,BECKY HILL & WEISS,I COULD GET USED TO THIS,60,55,13
2/8/2019,56,SAM FELDT FT RANI,POST MALONE,83,56,4
2/8/2019,57,DAVE & AJ TRACEY,THIAGO SILVA,51,36,5
2/8/2019,58,TOM WALKER,JUST YOU AND I,57,3,29
2/8/2019,59,AVICII,HEAVEN,55,20,8
2/8/2019,60,ZARA LARSSON,ALL THE TIME,70,60,6
2/8/2019,61,JAX JONES/MARTIN SOLVEIG/BEER,ALL DAY AND NIGHT,61,10,18
2/8/2019,62,LEWIS CAPALDI,GRACE,30,9,37
2/8/2019,63,POST MALONE FT SWAE LEE,SUNFLOWER,65,3,41
2/8/2019,64,MABEL,DON'T CALL ME UP,67,3,28
2/8/2019,65,CAMELPHAT & JAKE BUGG,BE SOMEONE,72,59,8
2/8/2019,66,WILEY/TORY LANEZ/KRANIUM/DAPPY,MY ONE,69,66,4
2/8/2019,67,BUGZY MALONE FT AITCH,KILOS,63,20,6
2/8/2019,68,AVA MAX,SWEET BUT PSYCHO,71,1,41
2/8/2019,69,JONAS BROTHERS,SUCKER,73,4,22
2/8/2019,70,SHAWN MENDES,IF I CAN'T HAVE YOU,75,9,13
2/8/2019,71,AJ/GEKO/ARD ADZ/KOOMZ,BAD & BOUJIE,New,71,1
2/8/2019,72,CHRIS BROWN/JUSTIN BIEBER/INK,DON'T CHECK ON ME,78,29,5
2/8/2019,73,GERRY CINNAMON,CANTER,77,50,6
2/8/2019,74,BEYONCE,SPIRIT,59,59,3
2/8/2019,75,RUSS & TION WAYNE,KEISHA & BECKY,81,7,19
2/8/2019,76,NF,TIME,New,76,1
2/8/2019,77,CHAINSMOKERS & BEBE REXHA,CALL YOU MINE,80,50,9
2/8/2019,78,PANIC AT THE DISCO,HIGH HOPES,84,12,55
2/8/2019,79,WILEY/STEFFLON DON/SEAN PAUL,BOASTY,82,11,24
2/8/2019,80,CHAINSMOKERS/ILLENIUM/STELLA,TAKEAWAY,New,80,1
2/8/2019,81,KILLERS,MR BRIGHTSIDE,90,10,213
2/8/2019,82,CRAIG DAVID,WHEN YOU KNOW WHAT LOVE IS,68,52,4
2/8/2019,83,CHARLI XCX/CHRISTINE & QUEENS,GONE,58,58,2
2/8/2019,84,MARSHMELLO FT KANE BROWN,ONE THING RIGHT,89,84,6
2/8/2019,85,MOSTACK FT STORMZY,SHINE GIRL,79,13,9
2/8/2019,86,PLUG FT DAPPY & TORY LANEZ,NOT TODAY,76,43,5
2/8/2019,87,LIZZO,GOOD AS HELL,New,87,1
2/8/2019,88,BEYONCE/JAY-Z/CHILDISH GAMBINO,MOOD 4 EVA,56,56,2
2/8/2019,89,SAM SMITH & NORMANI,DANCING WITH A STRANGER,91,3,27
2/8/2019,90,HEADIE ONE,RUBBERY BANDZ,New,90,1
2/8/2019,91,JONAS BLUE FT THERESA REX,WHAT I LIKE ABOUT YOU,88,16,19
2/8/2019,92,TOM WALKER FT ZARA LARSSON,NOW YOU'RE GONE,85,79,5
2/8/2019,93,MAHALIA FT BURNA BOY,SIMMER,New,93,1
2/8/2019,94,MABEL,BAD BEHAVIOUR,New,94,1
2/8/2019,95,PINKFONG,BABY SHARK,96,6,45
2/8/2019,96,BEYONCE/GLOVER/EICHNER/ROGEN,CAN YOU FEEL THE LOVE TONIGHT,87,87,2
2/8/2019,97,FISHER,YOU LITTLE BEAUTY,99,83,9
2/8/2019,98,TAYLOR SWIFT FT BRENDON URIE,ME,92,3,13
2/8/2019,99,KHALID,TALK,RE,9,23
2/8/2019,100,MARK RONSON FT LYKKE LI,LATE NIGHT FEELINGS,86,30,16
