chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
1975-09-28,1,DAVID ESSEX,HOLD ME CLOSE,2,1,4
1975-09-28,2,ROD STEWART,SAILING,1,1,8
1975-09-28,3,THE DRIFTERS,THERE GOES MY FIRST LOVE,8,3,5
1975-09-28,4,ART GARFUNKEL,I ONLY HAVE EYES FOR YOU,10,4,4
1975-09-28,5,LEO SAYER,MOONLIGHTING,3,2,6
1975-09-28,6,JASPER CARROTT,FUNKY MOPED/MAGIC ROUNDABOUT,5,5,8
1975-09-28,7,SHOWADDYWADDY,HEARTBEAT,7,7,5
1975-09-28,8,5000 VOLTS,I'M ON FIRE,4,4,5
1975-09-28,9,CARL MALCOLM,FATTIE BUM BUM,11,9,4
1975-09-28,10,JONATHAN KING,UNA PALOMA BLANCA,12,10,5
1975-09-28,11,GEORGE BAKER SELECTION,PALOMA BLANCA,21,11,5
1975-09-28,12,ROGER WHITTAKER,THE LAST FAREWELL,6,2,11
1975-09-28,13,BAND OF THE BLACK WATCH,SCOTCH ON THE ROCKS,25,13,6
1975-09-28,14,THE FOUR SEASONS,WHO LOVES YOU,30,14,3
1975-09-28,15,THE CHI-LITES,IT'S TIME FOR LOVE,26,15,4
1975-09-28,16,ABBA,SOS,31,16,3
1975-09-28,17,CHRIS SPEDDING,MOTOR BIKING,14,14,7
1975-09-28,18,MAC AND KATIE KISSOON,LIKE A BUTTERFLY,20,18,6
1975-09-28,19,JUDGE DREAD,BIG TEN,47,19,2
1975-09-28,20,DESMOND DEKKER,SING A LITTLE SONG,16,16,6
1975-09-28,21,MIKE BATT WITH NEW EDITION,SUMMERTIME CITY,13,4,8
1975-09-28,22,HOT CHOCOLATE,A CHILD'S PRAYER,9,7,9
1975-09-28,23,MORRIS ALBERT,FEELINGS,38,23,2
1975-09-28,24,PROCOL HARUM,PANDORA'S BOX,18,16,7
1975-09-28,25,KENNY,JULIE ANN,15,10,8
1975-09-28,26,BAD COMPANY,FEEL LIKE MAKIN' LOVE,22,22,6
1975-09-28,27,MUD,L-L-LUCY,New,27,1
1975-09-28,28,KC AND THE SUNSHINE BAND,THAT'S THE WAY (I LIKE IT),19,4,10
1975-09-28,29,GOODIES,NAPPY LOVE/WILD THING,37,29,2
1975-09-28,30,BOB MARLEY & THE WAILERS,NO WOMAN NO CRY,40,30,2
1975-09-28,31,AL MATTHEWS,FOOL,17,16,7
1975-09-28,32,PILOT,JUST A SMILE,45,32,2
1975-09-28,33,"HAMILTON, JOE FRANK AND REYNOLDS",FALLIN' IN LOVE,33,33,4
1975-09-28,34,RAY STEVENS,INDIAN LOVE CALL,42,34,2
1975-09-28,35,BILLIE JO SPEARS,BLANKET ON THE GROUND,28,6,13
1975-09-28,36,THE STYLISTICS,I CAN'T GIVE YOU ANYTHING (BUT MY LOVE),24,1,11
1975-09-28,37,GLADYS KNIGHT AND THE PIPS,THE BEST THING THAT EVER HAPPENED TO ME,23,7,10
1975-09-28,38,53RD AND 3RD FEATURING THE SOUND OF SHAG,CHICK-A-BOOM FT THE SOUND OF SHAG,36,36,3
1975-09-28,39,PEOPLE'S CHOICE,DO IT ANYWAY YOU WANNA,44,39,3
1975-09-28,40,SANDY POSEY,SINGLE GIRL {1975},35,35,5
1975-09-28,41,DIVERSIONS,FATTIE BUM BUM,34,34,3
1975-09-28,42,ESTHER PHILLIPS,WHAT A DIFF'RENCE A DAY MAKES,New,42,1
1975-09-28,43,ELTON JOHN,ISLAND GIRL,New,43,1
1975-09-28,44,SMOKIE,DON'T PLAY YOUR ROCK AND ROLL TO ME,New,44,1
1975-09-28,45,DOBIE GRAY,OUT ON THE FLOOR,48,45,2
1975-09-28,46,SPARKS,"LOOKS, LOOKS, LOOKS",New,46,1
1975-09-28,47,CHRIS FARLOWE,OUT OF TIME,50,1,15
1975-09-28,48,THE FATBACK BAND,YUM YUM (GIMME SOME),43,40,5
1975-09-28,49,GLEN CAMPBELL,RHINESTONE COWBOY,New,49,1
1975-09-28,50,EXCITERS,REACHING FOR THE BEST,New,50,1
