chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
1992-11-08,1,BOYZ II MEN,END OF THE ROAD,1,1,11
1992-11-08,2,CHARLES AND EDDIE,WOULD I LIE TO YOU,14,2,3
1992-11-08,3,ARRESTED DEVELOPMENT,PEOPLE EVERYDAY,2,2,4
1992-11-08,4,THE SHAMEN,BOSS DRUM,6,4,2
1992-11-08,5,RAGE,RUN TO YOU,3,3,3
1992-11-08,6,VANESSA PARADIS,BE MY BABY,13,6,6
1992-11-08,7,UNDERCOVER,NEVER LET HER SLIP AWAY,New,7,1
1992-11-08,8,AMBASSADORS OF FUNK,SUPERMARIOLAND FT MC MARIO,9,8,3
1992-11-08,9,BIZARRE INC,I'M GONNA GET YOU FT ANGIE BROWN,5,3,7
1992-11-08,10,ERASURE,WHO NEEDS LOVE LIKE THAT,10,10,2
1992-11-08,11,ERMA FRANKLIN,(TAKE A LITTLE) PIECE OF MY HEART,12,9,6
1992-11-08,12,WHITNEY HOUSTON,I WILL ALWAYS LOVE YOU,New,12,1
1992-11-08,13,TASMIN ARCHER,SLEEPING SATELLITE,4,1,10
1992-11-08,14,SHAKESPEARS SISTER,HELLO (TURN YOUR RADIO ON),23,14,2
1992-11-08,15,TAKE THAT,A MILLION LOVE SONGS (EP),8,7,6
1992-11-08,16,MICHAEL BOLTON,TO LOVE SOMEBODY,17,16,3
1992-11-08,17,MADONNA,EROTICA,7,3,5
1992-11-08,18,BON JOVI,KEEP THE FAITH,11,5,4
1992-11-08,19,FELIX,IT WILL MAKE ME CRAZY,15,11,4
1992-11-08,20,EN VOGUE,FREE YOUR MIND/GIVING HIM SOMETHING HE CAN FEEL,24,20,5
1992-11-08,21,ELTON JOHN,THE LAST SONG,27,21,2
1992-11-08,22,EXTREME,STOP THE WORLD,New,22,1
1992-11-08,23,THE WEDDING PRESENT,THE QUEEN OF OUTER SPACE,New,23,1
1992-11-08,24,GO WEST,FAITHFUL,19,13,5
1992-11-08,25,LITTLE ANGELS,TOO MUCH TOO YOUNG,22,22,2
1992-11-08,26,DOCTOR SPIN,TETRIS,16,6,7
1992-11-08,27,ROTTERDAM TERMINATION SOURCE,POING,35,27,2
1992-11-08,28,ROXETTE,QUEEN OF RAIN,38,28,2
1992-11-08,29,ZUCCHERO WITH LUCIANO PAVAROTTI,MISERERE,18,15,4
1992-11-08,30,INXS,TASTE IT,New,30,1
1992-11-08,31,GARY CLAIL ON-U SOUND SYSTEM,WHO PAYS THE PIPER,New,31,1
1992-11-08,32,DR ALBAN,IT'S MY LIFE,21,2,11
1992-11-08,33,CHER,OH NO NOT MY BABY,New,33,1
1992-11-08,34,K-KLASS,DON'T STOP,32,32,2
1992-11-08,35,METALLICA,WHEREVER I MAY ROAM,25,25,3
1992-11-08,36,INSPIRAL CARPETS,BITCHES BREW,New,36,1
1992-11-08,37,ROY ORBISON,HEARTBREAK RADIO,36,36,2
1992-11-08,38,JON SECADA,DO YOU BELIEVE IN US,30,30,3
1992-11-08,39,EAST 17,GOLD,New,39,1
1992-11-08,40,PM DAWN,I'D DIE WITHOUT YOU,43,40,2
1992-11-08,41,JOHN LEE HOOKER,BOOM BOOM,20,16,4
1992-11-08,42,SAINT ETIENNE/FLOWERED UP/ROCKINGBIRDS,THE FRED EP,26,26,2
1992-11-08,43,INNER CIRCLE,SWEAT (A LA LA LA LA LONG),46,43,3
1992-11-08,44,DINOSAUR JR,GET ME,New,44,1
1992-11-08,45,DR ALBAN,ONE LOVE,New,45,1
1992-11-08,46,CELINE DION,LOVE CAN MOVE MOUNTAINS,New,46,1
1992-11-08,47,TERRORIZE,IT'S JUST A FEELING,RE,47,4
1992-11-08,48,ENYA,THE CELTS,New,48,1
1992-11-08,49,JOHN PAUL YOUNG,LOVE IS IN THE AIR (REMIX),New,49,1
1992-11-08,50,CHIPPENDALES,GIVE ME YOUR BODY,28,28,3
1992-11-08,51,PRINCE,MY NAME IS PRINCE (REMIXES),New,51,1
1992-11-08,52,GLORIA ESTEFAN,ALWAYS TOMORROW,31,24,4
1992-11-08,53,LIONEL RICHIE,MY DESTINY,34,7,13
1992-11-08,54,SHANICE,LOVIN' YOU,New,54,1
1992-11-08,55,THE CHRISTIANS,FATHER,New,55,1
1992-11-08,56,NICK BERRY,LONG LIVE LOVE,47,47,3
1992-11-08,57,UNDERCOVER,BAKER STREET,33,2,14
1992-11-08,58,ANNIE LENNOX,COLD,39,26,3
1992-11-08,59,CRAIG McLACHLAN,ON MY OWN,New,59,1
1992-11-08,60,THE FARM,DON'T YOU WANT ME,29,18,5
1992-11-08,61,DEFINITION OF SOUND,CAN I GET OVER,New,61,1
1992-11-08,62,LEMON TREES,THE WAY I FEEL,73,62,2
1992-11-08,63,MOTORHEAD,'92 TOUR EP,New,63,1
1992-11-08,64,FRANKIE,UNDERSTAND THIS GROOVE,60,60,2
1992-11-08,65,CHRIS REA,NOTHING TO FEAR,40,16,4
1992-11-08,66,MC LETHAL,THE RAVE DIGGER,New,66,1
1992-11-08,67,SIMPLE MINDS,LOVE SONG/ALIVE AND KICKING,37,6,6
1992-11-08,68,SONIC YOUTH,YOUTH AGAINST FASCISM,52,52,2
1992-11-08,69,BOB MARLEY & THE WAILERS,IRON LION ZION,53,5,9
1992-11-08,70,TECHNICIAN 2,PLAYING WITH THE BOY,New,70,1
1992-11-08,71,KRUSH,WALKING ON SUNSHINE,New,71,1
1992-11-08,72,OCEANIC WITH SIOBHAN MAHER,IGNORANCE,New,72,1
1992-11-08,73,THE ORB,ASSASSIN,49,12,5
1992-11-08,74,SUNSCREEM,PERFECT MOTION,42,18,5
1992-11-08,75,CARON WHEELER,I ADORE YOU,59,59,2
