chart_date,chart_position,chart_artist,chart_title,chart_movement,chart_peak,chart_weeks
21/4/2023,1,LEWIS CAPALDI,WISH YOU THE BEST,New,1,1
21/4/2023,2,CALVIN HARRIS/ELLIE GOULDING,MIRACLE,1,1,6
21/4/2023,3,DAVID KUSHNER,DAYLIGHT,New,3,1
21/4/2023,4,LIBIANCA,PEOPLE,2,2,16
21/4/2023,5,ED SHEERAN,EYES CLOSED,3,1,4
21/4/2023,6,REMA,CALM DOWN,4,4,34
21/4/2023,7,LEWIS CAPALDI,FORGET ME,8,1,32
21/4/2023,8,HARRY STYLES,AS IT WAS,6,1,55
21/4/2023,9,MILEY CYRUS,FLOWERS,7,1,14
21/4/2023,10,DRAKE,SEARCH & RESCUE,5,5,2
21/4/2023,11,POST MALONE,CHEMICAL,New,11,1
21/4/2023,12,SWITCH DISCO & ELLA HENDERSON,REACT,15,12,11
21/4/2023,13,METRO BOOMIN/WEEKND/21 SAVAGE,CREEPIN',10,7,20
21/4/2023,14,SZA,KILL BILL,18,3,19
21/4/2023,15,MAE STEPHENS,IF WE EVER BROKE UP,13,13,10
21/4/2023,16,LEWIS CAPALDI,POINTLESS,17,1,18
21/4/2023,17,GEORGE EZRA,GREEN GREEN GRASS,9,3,47
21/4/2023,18,MIMI WEBB,RED FLAGS,12,12,14
21/4/2023,19,PINKPANTHERESS,BOY'S A LIAR,11,2,18
21/4/2023,20,JAX JONES/CALUM SCOTT,WHISTLE,14,14,10
21/4/2023,21,NIALL HORAN,HEAVEN,22,16,9
21/4/2023,22,ICE SPICE,PRINCESS DIANA,New,22,1
21/4/2023,23,D GUETTA/ANNE-MARIE/COI LERAY,BABY DON'T HURT ME,26,23,2
21/4/2023,24,GLASS ANIMALS,HEAT WAVES,84,5,121
21/4/2023,25,TAYLOR SWIFT,ANTI-HERO,16,1,26
21/4/2023,26,FIFTY FIFTY,CUPID,34,26,4
21/4/2023,27,BAKAR,HELL N BACK,20,20,5
21/4/2023,28,JACK BLACK,PEACHES,47,28,2
21/4/2023,29,ZARA LARSSON,CAN'T TAME HER,25,25,7
21/4/2023,30,RAYE FT 070 SHAKE,ESCAPISM,19,1,22
21/4/2023,31,MORGAN WALLEN,LAST NIGHT,35,31,7
21/4/2023,32,WEEKND,DIE FOR YOU,21,3,23
21/4/2023,33,LABRINTH,NEVER FELT SO ALONE,43,33,2
21/4/2023,34,MEGHAN TRAINOR,MOTHER,23,22,6
21/4/2023,35,AYRA STARR,RUSH,27,24,13
21/4/2023,36,MIGUEL,SURE THING,28,4,16
21/4/2023,37,LIZZY MCALPINE,CEILINGS,29,6,14
21/4/2023,38,TOM GRENNAN,HERE,32,31,12
21/4/2023,39,SZA,SNOOZE,46,36,12
21/4/2023,40,DAVID GUETTA & BEBE REXHA,I'M GOOD (BLUE),33,1,34
21/4/2023,41,VENBEE & GODDARD,MESSY IN HEAVEN,36,3,30
21/4/2023,42,CAITY BASER,PRETTY BOYS,40,26,9
21/4/2023,43,DIGGA D,ENERGY,31,15,6
21/4/2023,44,TAYLOR SWIFT,ALL OF THE GIRLS YOU LOVED BEFORE,30,11,5
21/4/2023,45,COI LERAY,PLAYERS,37,7,16
21/4/2023,46,JONAS BROTHERS,WAFFLE HOUSE,89,46,2
21/4/2023,47,HOZIER,EAT YOUR YOUNG,41,22,5
21/4/2023,48,RAYE,FLIP A SWITCH,59,48,5
21/4/2023,49,STRANDZ,US AGAINST THE WORLD,39,9,12
21/4/2023,50,ONEREPUBLIC,I AIN'T WORRIED,48,3,46
21/4/2023,51,MEGHAN TRAINOR,MADE YOU LOOK,44,2,26
21/4/2023,52,PARIS PALOMA,LABOUR,45,29,4
21/4/2023,53,TIESTO & TATE MCRAE,10:35,49,8,24
21/4/2023,54,NATHAN DAWE/BRU-C/BSHP/CROSS,OH BABY,42,35,11
21/4/2023,55,ED SHEERAN,BAD HABITS,52,1,88
21/4/2023,56,LUKE COMBS,FAST CAR,58,54,4
21/4/2023,57,SAM SMITH & KIM PETRAS,UNHOLY,50,1,30
21/4/2023,58,TOM ODELL,ANOTHER LOVE,57,10,91
21/4/2023,59,STRANDZ,J'ADORE,New,59,1
21/4/2023,60,JORJA SMITH,TRY ME,New,60,1
21/4/2023,61,ED SHEERAN,SHIVERS,53,1,78
21/4/2023,62,KILLERS,MR BRIGHTSIDE,60,10,358
21/4/2023,63,ELIZA ROSE/INTERPLANETARY,B.O.T.A. (BADDEST OF THEM ALL),54,1,38
21/4/2023,64,FLO FT MISSY ELLIOTT,FLY GIRL,55,38,4
21/4/2023,65,JIMIN,LIKE CRAZY,38,8,4
21/4/2023,66,JVKE,GOLDEN HOUR,65,19,28
21/4/2023,67,LF SYSTEM,AFRAID TO FEEL,61,1,44
21/4/2023,68,TAYLOR SWIFT,KARMA,New,68,1
21/4/2023,69,ANOTR/ABEL BALDER,RELAX MY EYES,71,69,3
21/4/2023,70,VANCE JOY,RIPTIDE,72,10,98
21/4/2023,71,TECH IT DEEP,MARIA MARIA,92,71,2
21/4/2023,72,ARRDEE/CAT BURNS,HOME FOR MY HEART,63,35,6
21/4/2023,73,PINK,TRUSTFALL,62,14,12
21/4/2023,74,CAT BURNS,LIVE MORE & LOVE MORE,93,74,3
21/4/2023,75,LUKE COMBS,THE KIND OF LOVE WE MAKE,81,72,12
21/4/2023,76,STEPHEN SANCHEZ,UNTIL I FOUND YOU,76,16,33
21/4/2023,77,BORAI & DENHAM AUDIO,MAKE ME,73,73,4
21/4/2023,78,KANII,I KNOW,64,64,2
21/4/2023,79,JAYO,22,69,32,8
21/4/2023,80,NLE CHOPPA,SLUT ME OUT,68,68,3
21/4/2023,81,BEYONCE,CUFF IT,80,5,37
21/4/2023,82,NF,HAPPY,51,51,2
21/4/2023,83,DAVIDO FT MUSA KEYS,UNAVAILABLE,70,60,3
21/4/2023,84,FLEETWOOD MAC,DREAMS,83,24,53
21/4/2023,85,SZA,LOW,RE,78,5
21/4/2023,86,NICKI MINAJ,RED RUBY DA SLEEZE,67,28,7
